OBJECTID,Join_Count,TARGET_FID,JOIN_FID,AggGrp_20130430,Year,Season,Month,Day,STATIONID,depth_m,biomass_den_kg_m3,pop_den_no_m3,DECLAT_ctr,DECLON_ctr
5375,1,5375,84,large_jellyfish,1992,Summer,7,12,62710,66.934079999999994,0.000000000000000,0.000000000000000,28.622000000000000,-90.332999999999998
5376,1,5376,84,large_jellyfish,1992,Summer,7,12,62711,250.911360000000000,0.000000000000000,0.000000000000000,28.666000000000000,-90.049000000000007
5377,1,5377,64,large_jellyfish,1992,Summer,7,11,62703,66.934079999999994,0.000000000000000,0.000000000000000,28.484999999999999,-90.799999999999997
5378,1,5378,84,large_jellyfish,1992,Summer,7,12,62714,56.875680000000003,0.000000000000000,0.000000000000000,28.748000000000001,-90.227999999999994
5379,1,5379,82,large_jellyfish,1992,Summer,7,11,62702,63.459359999999997,0.000000000000000,0.000000000000000,28.489999999999998,-90.918999999999997
5380,1,5380,104,large jellyfish,1992,Summer,7,12,62717,20.116800000000001,0.012879164776796,2.619491141043330,29.148000000000000,-90.054000000000002
5381,1,5381,105,large_jellyfish,1992,Summer,7,12,62718,23.408639999999998,0.000000000000000,0.000000000000000,29.213999999999999,-89.813000000000002
5382,1,5382,104,large jellyfish,1992,Summer,7,12,62719,53.583840000000002,0.032561068668363,6.395924202714130,29.018999999999998,-89.884000000000000
5383,1,5383,104,large_jellyfish,1992,Summer,7,13,62721,33.467039999999997,0.000000000000000,0.000000000000000,29.042999999999999,-90.091999999999999
5384,1,5384,84,large_jellyfish,1992,Summer,7,13,62722,73.517759999999996,0.000000000000000,0.000000000000000,28.812000000000001,-90.075000000000003
5385,1,5385,106,large_jellyfish,1992,Fall,11,18,60671,117.043200000000000,0.000000000000000,0.000000000000000,29.216000000000001,-88.873000000000005
5386,1,5386,41,large_jellyfish,1992,Summer,6,22,62529,46.817279999999997,0.000000000000000,0.000000000000000,27.501000000000001,-97.046999999999997
5387,1,5387,61,large_jellyfish,1992,Summer,7,9,62679,106.984800000000010,0.000000000000000,0.000000000000000,28.459000000000000,-92.090000000000003
5388,1,5388,81,large_jellyfish,1992,Summer,7,9,62677,53.583840000000002,0.000000000000000,0.000000000000000,28.753000000000000,-91.677000000000007
5389,1,5389,84,large_jellyfish,1992,Summer,7,12,62713,133.868159999999990,0.000000000000000,0.000000000000000,28.677000000000000,-90.075000000000003
5390,1,5390,81,large_jellyfish,1992,Summer,7,9,62682,95.280479999999997,0.000000000000000,0.000000000000000,28.516999999999999,-91.542000000000002
5391,1,5391,82,large_jellyfish,1992,Summer,7,10,62692,43.525440000000003,0.000000000000000,0.000000000000000,28.635000000000002,-91.218000000000004
5392,1,5392,82,large_jellyfish,1992,Summer,7,10,62691,50.109119999999997,0.000000000000000,0.000000000000000,28.585000000000001,-91.132000000000005
5393,1,5393,63,large_jellyfish,1992,Summer,7,10,62690,117.043200000000000,0.000000000000000,0.000000000000000,28.347999999999999,-91.317999999999998
5394,1,5394,63,large_jellyfish,1992,Summer,7,10,62689,117.043200000000000,0.000000000000000,0.000000000000000,28.298999999999999,-91.001000000000005
5395,1,5395,63,large_jellyfish,1992,Summer,7,10,62688,167.152320000000000,0.000000000000000,0.000000000000000,28.213000000000001,-91.052999999999997
5396,1,5396,63,large_jellyfish,1992,Summer,7,10,62687,150.510240000000010,0.000000000000000,0.000000000000000,28.274999999999999,-91.236999999999995
5397,1,5397,62,large_jellyfish,1992,Summer,7,9,62686,122.163839999999990,0.000000000000000,0.000000000000000,28.315000000000001,-91.701999999999998
5398,1,5398,62,large_jellyfish,1992,Summer,7,9,62685,133.868159999999990,0.000000000000000,0.000000000000000,28.257000000000001,-91.704999999999998
5399,1,5399,64,large_jellyfish,1992,Summer,7,11,62704,83.576160000000002,0.000000000000000,0.000000000000000,28.463000000000001,-90.557000000000002
5400,1,5400,62,large_jellyfish,1992,Summer,7,9,62683,100.401120000000010,0.000000000000000,0.000000000000000,28.462000000000000,-91.543000000000006
5401,1,5401,81,large jellyfish,1992,Summer,7,8,62671,33.467039999999997,0.009078918159298,1.815783631859580,28.895000000000000,-91.572000000000003
5402,1,5402,61,large_jellyfish,1992,Summer,7,9,62681,117.043200000000000,0.000000000000000,0.000000000000000,28.337000000000000,-92.120000000000005
5403,1,5403,61,large_jellyfish,1992,Summer,7,9,62680,112.654079999999990,0.000000000000000,0.000000000000000,28.399999999999999,-92.106999999999999
5404,1,5404,82,large_jellyfish,1992,Summer,7,10,62695,26.700479999999999,0.000000000000000,0.000000000000000,28.821999999999999,-90.897999999999996
5405,1,5405,83,large_jellyfish,1992,Summer,7,10,62696,26.700479999999999,0.000000000000000,0.000000000000000,28.869000000000000,-90.741000000000000
5406,1,5406,82,large_jellyfish,1992,Summer,7,10,62697,36.758879999999998,0.000000000000000,0.000000000000000,28.658999999999999,-91.123000000000005
5407,1,5407,82,large_jellyfish,1992,Summer,7,11,62698,66.934079999999994,0.000000000000000,0.000000000000000,28.489999999999998,-90.933000000000007
5408,1,5408,64,large_jellyfish,1992,Summer,7,11,62699,83.576160000000002,0.000000000000000,0.000000000000000,28.428000000000001,-90.813000000000002
5409,1,5409,83,large_jellyfish,1992,Summer,7,11,62700,56.875680000000003,0.000000000000000,0.000000000000000,28.516999999999999,-90.784000000000006
5410,1,5410,64,large_jellyfish,1992,Summer,7,11,62701,150.510240000000010,0.000000000000000,0.000000000000000,28.231999999999999,-90.738000000000000
5411,1,5411,62,large_jellyfish,1992,Summer,7,9,62684,167.152320000000000,0.000000000000000,0.000000000000000,28.128000000000000,-91.631000000000000
5412,1,5412,79,large_jellyfish,1992,Summer,7,5,62634,68.579999999999998,0.000000000000000,0.000000000000000,28.629999999999999,-92.692999999999998
5413,1,5413,98,large_jellyfish,1992,Summer,7,6,62644,43.525440000000003,0.000000000000000,0.000000000000000,29.079999999999998,-93.004999999999995
5414,1,5414,78,large_jellyfish,1992,Summer,7,6,62643,60.167520000000003,0.000000000000000,0.000000000000000,28.722999999999999,-92.867999999999995
5415,1,5415,79,large_jellyfish,1992,Summer,7,6,62642,83.576160000000002,0.000000000000000,0.000000000000000,28.532000000000000,-92.832999999999998
5416,1,5416,60,large_jellyfish,1992,Summer,7,5,62641,105.338880000000000,0.000000000000000,0.000000000000000,28.395000000000000,-92.513000000000005
5417,1,5417,60,large_jellyfish,1992,Summer,7,5,62640,109.362240000000000,0.000000000000000,0.000000000000000,28.332999999999998,-92.512000000000000
5418,1,5418,60,large_jellyfish,1992,Summer,7,5,62639,117.043200000000000,0.000000000000000,0.000000000000000,28.273000000000000,-92.507000000000005
5419,1,5419,79,large_jellyfish,1992,Summer,7,5,62638,100.401120000000010,0.000000000000000,0.000000000000000,28.492999999999999,-92.478999999999999
5420,1,5420,79,large_jellyfish,1992,Summer,7,5,62637,94.366079999999997,0.000000000000000,0.000000000000000,28.542999999999999,-92.474999999999994
5421,1,5421,81,large jellyfish,1992,Summer,7,9,62676,43.525440000000003,0.032588851150162,9.918346002223160,28.882000000000001,-91.719999999999999
5422,1,5422,79,large_jellyfish,1992,Summer,7,5,62635,65.288160000000005,0.000000000000000,0.000000000000000,28.707999999999998,-92.515000000000001
5423,1,5423,99,large_jellyfish,1992,Summer,7,6,62648,30.175200000000000,0.000000000000000,0.000000000000000,29.408000000000001,-92.701999999999998
5424,1,5424,79,large_jellyfish,1992,Summer,7,5,62633,73.517759999999996,0.000000000000000,0.000000000000000,28.573000000000000,-92.670000000000002
5425,1,5425,78,large_jellyfish,1992,Summer,7,5,62632,73.517759999999996,0.000000000000000,0.000000000000000,28.577000000000002,-93.018000000000001
5426,1,5426,59,large_jellyfish,1992,Summer,7,5,62631,200.619360000000000,0.000000000000000,0.000000000000000,28.007000000000001,-93.114999999999995
5427,1,5427,101,large_jellyfish,1992,Summer,7,8,62674,20.116800000000001,0.000000000000000,0.000000000000000,29.111999999999998,-91.855000000000004
5428,1,5428,59,large_jellyfish,1992,Summer,7,4,62630,190.560959999999990,0.000000000000000,0.000000000000000,28.062000000000001,-93.125000000000000
5429,1,5429,59,large_jellyfish,1992,Summer,7,4,62629,150.510240000000010,0.000000000000000,0.000000000000000,28.164999999999999,-93.140000000000001
5430,1,5430,59,large_jellyfish,1992,Summer,7,4,62628,133.868159999999990,0.000000000000000,0.000000000000000,28.173999999999999,-93.040999999999997
5431,1,5431,59,large_jellyfish,1992,Summer,7,4,62627,150.510240000000010,0.000000000000000,0.000000000000000,28.123000000000001,-93.094999999999999
5432,1,5432,59,large_jellyfish,1992,Summer,7,4,62626,167.152320000000000,0.000000000000000,0.000000000000000,28.081000000000000,-93.117999999999995
5433,1,5433,79,large_jellyfish,1992,Summer,7,5,62636,66.934079999999994,0.000000000000000,0.000000000000000,28.649999999999999,-92.507999999999996
5434,1,5434,100,large_jellyfish,1992,Summer,7,7,62660,20.116800000000001,0.000000000000000,0.000000000000000,29.155999999999999,-92.147999999999996
5435,1,5435,82,large jellyfish,1992,Summer,7,10,62693,30.175200000000000,0.003274363926304,0.327436392630417,28.681999999999999,-91.143000000000001
5436,1,5436,81,large jellyfish,1992,Summer,7,8,62670,40.050719999999998,0.004345973938549,0.869194787709829,28.812999999999999,-91.552999999999997
5437,1,5437,81,large_jellyfish,1992,Summer,7,8,62669,53.583840000000002,0.000000000000000,0.000000000000000,28.744000000000000,-91.769999999999996
5438,1,5438,80,large_jellyfish,1992,Summer,7,8,62668,73.517759999999996,0.000000000000000,0.000000000000000,28.687000000000001,-91.989000000000004
5439,1,5439,80,large_jellyfish,1992,Summer,7,8,62667,60.167520000000003,0.000000000000000,0.000000000000000,28.771000000000001,-91.983000000000004
5440,1,5440,80,large_jellyfish,1992,Summer,7,8,62666,66.934079999999994,0.000000000000000,0.000000000000000,28.713999999999999,-91.986999999999995
5441,1,5441,80,large_jellyfish,1992,Summer,7,8,62665,60.167520000000003,0.000000000000000,0.000000000000000,28.765999999999998,-91.965999999999994
5442,1,5442,80,large_jellyfish,1992,Summer,7,8,62664,53.583840000000002,0.000000000000000,0.000000000000000,28.898000000000000,-92.188000000000002
5443,1,5443,100,large_jellyfish,1992,Summer,7,8,62663,36.758879999999998,0.000000000000000,0.000000000000000,29.077000000000002,-92.230000000000004
5444,1,5444,98,large_jellyfish,1992,Summer,7,6,62645,36.758879999999998,0.000000000000000,0.000000000000000,29.132999999999999,-93.027000000000001
5445,1,5445,100,large_jellyfish,1992,Summer,7,7,62661,23.408639999999998,0.000000000000000,0.000000000000000,29.149000000000001,-92.305000000000007
5446,1,5446,98,large_jellyfish,1992,Summer,7,6,62646,33.467039999999997,0.000000000000000,0.000000000000000,29.225000000000001,-93.222999999999999
5447,1,5447,100,large jellyfish,1992,Summer,7,7,62659,23.408639999999998,0.002540112621618,0.508022524323553,29.155000000000001,-92.290000000000006
5448,1,5448,100,large_jellyfish,1992,Summer,7,7,62658,23.408639999999998,0.000000000000000,0.000000000000000,29.120000000000001,-91.915000000000006
5449,1,5449,80,large_jellyfish,1992,Summer,7,7,62656,46.817279999999997,0.000000000000000,0.000000000000000,28.952999999999999,-92.242999999999995
5450,1,5450,80,large_jellyfish,1992,Summer,7,7,62655,60.167520000000003,0.000000000000000,0.000000000000000,28.780999999999999,-92.123000000000005
5451,1,5451,80,large_jellyfish,1992,Summer,7,7,62654,63.459359999999997,0.000000000000000,0.000000000000000,28.783999999999999,-92.295000000000002
5452,1,5452,79,large_jellyfish,1992,Summer,7,7,62653,56.875680000000003,0.000000000000000,0.000000000000000,28.843000000000000,-92.686999999999998
5453,1,5453,99,large_jellyfish,1992,Summer,7,6,62651,40.050719999999998,0.000000000000000,0.000000000000000,29.184999999999999,-92.677999999999997
5454,1,5454,99,large_jellyfish,1992,Summer,7,6,62650,26.700479999999999,0.000000000000000,0.000000000000000,29.347000000000001,-92.531000000000006
5455,1,5455,100,large_jellyfish,1992,Summer,7,8,62675,30.175200000000000,0.000000000000000,0.000000000000000,29.050999999999998,-91.888999999999996
5456,1,5456,100,large_jellyfish,1992,Summer,7,8,62662,30.175200000000000,0.000000000000000,0.000000000000000,29.111999999999998,-92.292000000000002
5457,1,5457,56,large jellyfish,1992,Fall,10,29,60524,99.303839999999994,0.323269020360574,1.077563401201920,28.256000000000000,-94.528999999999996
5458,1,5458,74,large_jellyfish,1992,Fall,10,26,60509,50.109119999999997,0.000000000000000,0.000000000000000,28.658000000000001,-95.063000000000002
5459,1,5459,74,large jellyfish,1992,Fall,10,26,60510,43.525440000000003,0.023615109529103,0.472302190582055,28.745000000000001,-95.057000000000002
5460,1,5460,73,large_jellyfish,1992,Fall,10,26,60511,43.525440000000003,0.000000000000000,0.000000000000000,28.504000000000001,-95.674000000000007
5461,1,5461,74,large_jellyfish,1992,Fall,10,26,60513,53.583840000000002,0.000000000000000,0.000000000000000,28.562999999999999,-95.334000000000003
5462,1,5462,73,large_jellyfish,1992,Fall,10,26,60514,26.700479999999999,0.000000000000000,0.000000000000000,28.809999999999999,-95.375000000000000
5463,1,5463,74,large_jellyfish,1992,Fall,10,26,60515,39.502079999999999,0.000000000000000,0.000000000000000,28.835000000000001,-95.209000000000003
5464,1,5464,74,large jellyfish,1992,Fall,10,26,60516,40.050719999999998,0.130379218156475,2.607584363129490,28.792999999999999,-95.171000000000006
5465,1,5465,74,large_jellyfish,1992,Fall,10,26,60517,33.467039999999997,0.000000000000000,0.000000000000000,28.980000000000000,-95.076999999999998
5466,1,5466,94,large_jellyfish,1992,Fall,10,26,60519,26.700479999999999,0.000000000000000,0.000000000000000,29.161999999999999,-94.897999999999996
5467,1,5467,75,large_jellyfish,1992,Fall,10,28,60520,36.758879999999998,0.000000000000000,0.000000000000000,28.870000000000001,-94.501999999999995
5468,1,5468,76,large_jellyfish,1992,Fall,10,28,60521,60.167520000000003,0.000000000000000,0.000000000000000,28.675999999999998,-94.322999999999993
5469,0,5469,-1,large_jellyfish,1992,Fall,10,30,60539,200.619360000000000,0.000000000000000,0.000000000000000,27.919000000000000,-94.168000000000006
5470,1,5470,56,large_jellyfish,1992,Fall,10,29,60523,88.696799999999996,0.000000000000000,0.000000000000000,28.308000000000000,-94.537999999999997
5471,1,5471,54,large_jellyfish,1992,Fall,10,25,60505,66.934079999999994,0.000000000000000,0.000000000000000,28.297000000000001,-95.394999999999996
5472,1,5472,56,large jellyfish,1992,Fall,10,29,60525,100.401120000000010,0.435788071646299,3.268410537347240,28.193999999999999,-94.534999999999997
5473,1,5473,56,large_jellyfish,1992,Fall,10,29,60526,117.043200000000000,0.000000000000000,0.000000000000000,28.099000000000000,-94.783000000000001
5474,1,5474,56,large_jellyfish,1992,Fall,10,29,60527,133.868159999999990,0.000000000000000,0.000000000000000,28.059999999999999,-94.768000000000001
5475,0,5475,-1,large_jellyfish,1992,Fall,10,29,60530,162.946079999999990,0.000000000000000,0.000000000000000,27.989000000000001,-94.433000000000007
5476,1,5476,56,large_jellyfish,1992,Fall,10,29,60531,117.043200000000000,0.000000000000000,0.000000000000000,28.109000000000002,-94.700000000000003
5477,1,5477,57,large_jellyfish,1992,Fall,10,29,60532,150.510240000000010,0.000000000000000,0.000000000000000,28.030000000000001,-94.307000000000002
5478,1,5478,57,large jellyfish,1992,Fall,10,29,60533,127.101600000000000,10.829492337449400,45.513658575627801,28.096000000000000,-94.164000000000001
5479,1,5479,57,large jellyfish,1992,Fall,10,30,60534,133.868159999999990,1.743152286585190,29.052538109753201,28.033999999999999,-94.158000000000001
5480,0,5480,-1,large jellyfish,1992,Fall,10,30,60535,159.288479999999990,0.852134359422294,12.099270823440300,27.998000000000001,-94.132999999999996
5481,0,5481,-1,large jellyfish,1992,Fall,10,30,60536,167.152320000000000,0.136034937665545,1.813799168873940,27.933000000000000,-94.122000000000000
5482,1,5482,98,large_jellyfish,1992,Fall,11,6,60600,27.431999999999999,0.000000000000000,0.000000000000000,29.428999999999998,-93.137000000000000
5483,1,5483,75,large_jellyfish,1992,Fall,10,28,60522,66.934079999999994,0.000000000000000,0.000000000000000,28.582000000000001,-94.384000000000000
5484,1,5484,43,large_jellyfish,1992,Fall,10,24,60493,90.342720000000000,0.000000000000000,0.000000000000000,27.966999999999999,-95.962000000000003
5485,1,5485,42,large_jellyfish,1992,Fall,10,23,60480,46.817279999999997,0.000000000000000,0.000000000000000,27.791000000000000,-96.859999999999999
5486,1,5486,42,large_jellyfish,1992,Fall,10,23,60481,63.459359999999997,0.000000000000000,0.000000000000000,27.834000000000000,-96.603999999999999
5487,1,5487,42,large jellyfish,1992,Fall,10,23,60482,73.517759999999996,0.159550824045366,7.179787082041480,27.829999999999998,-96.560000000000002
5488,1,5488,52,large jellyfish,1992,Fall,10,23,60483,46.817279999999997,0.050802252432355,0.508022524323555,27.988000000000000,-96.613000000000000
5489,1,5489,53,large_jellyfish,1992,Fall,10,23,60484,60.167520000000003,0.000000000000000,0.000000000000000,28.074999999999999,-96.259000000000000
5490,1,5490,52,large_jellyfish,1992,Fall,10,23,60485,56.875680000000003,0.000000000000000,0.000000000000000,28.026000000000000,-96.403999999999996
5491,1,5491,53,large jellyfish,1992,Fall,10,23,60486,20.116800000000001,0.130974557052166,1.746327427362220,28.347999999999999,-96.338999999999999
5492,1,5492,54,large_jellyfish,1992,Fall,10,24,60487,83.576160000000002,0.000000000000000,0.000000000000000,28.090000000000000,-95.841999999999999
5493,1,5493,54,large_jellyfish,1992,Fall,10,24,60488,71.871840000000006,0.000000000000000,0.000000000000000,28.215000000000000,-95.644999999999996
5494,1,5494,54,large_jellyfish,1992,Fall,10,24,60489,71.871840000000006,0.000000000000000,0.000000000000000,28.164999999999999,-95.626000000000005
5495,1,5495,54,large_jellyfish,1992,Fall,10,24,60490,63.459359999999997,0.000000000000000,0.000000000000000,28.215000000000000,-95.742000000000004
5496,1,5496,75,large_jellyfish,1992,Fall,10,25,60508,53.583840000000002,0.000000000000000,0.000000000000000,28.637000000000000,-94.855000000000004
5497,1,5497,43,large_jellyfish,1992,Fall,10,24,60492,100.401120000000010,0.000000000000000,0.000000000000000,27.913000000000000,-95.950000000000003
5498,1,5498,55,large_jellyfish,1992,Fall,10,25,60506,63.459359999999997,0.000000000000000,0.000000000000000,28.468000000000000,-95.132999999999996
5499,1,5499,53,large jellyfish,1992,Fall,10,24,60494,30.175200000000000,0.013097455705217,0.327436392630417,28.373999999999999,-96.292000000000002
5500,1,5500,72,large jellyfish,1992,Fall,10,24,60495,36.758879999999998,0.099719265028354,0.797754120226829,28.486999999999998,-95.872000000000000
5501,1,5501,73,large_jellyfish,1992,Fall,10,24,60496,40.050719999999998,0.000000000000000,0.000000000000000,28.488000000000000,-95.775999999999996
5502,1,5502,73,large jellyfish,1992,Fall,10,25,60497,46.817279999999997,0.025401126216178,0.508022524323555,28.588000000000001,-95.438000000000002
5503,1,5503,73,large jellyfish,1992,Fall,10,25,60498,30.175200000000000,0.032743639263042,0.982309177891247,28.748000000000001,-95.394999999999996
5504,1,5504,73,large jellyfish,1992,Fall,10,25,60499,23.408639999999998,0.050802252432355,0.762033786485331,28.788000000000000,-95.430999999999997
5505,1,5505,73,large jellyfish,1992,Fall,10,25,60500,20.116800000000001,0.021829092842028,0.436581856840553,28.634000000000000,-95.832999999999998
5506,1,5506,73,large jellyfish,1992,Fall,10,25,60501,23.408639999999998,0.025401126216178,0.508022524323553,28.629000000000001,-95.829999999999998
5507,1,5507,53,large_jellyfish,1992,Fall,10,25,60502,33.467039999999997,0.000000000000000,0.000000000000000,28.457000000000001,-95.965999999999994
5508,1,5508,54,large_jellyfish,1992,Fall,10,25,60503,50.109119999999997,0.000000000000000,0.000000000000000,28.340000000000000,-95.799999999999997
5509,1,5509,54,large_jellyfish,1992,Fall,10,25,60504,73.517759999999996,0.000000000000000,0.000000000000000,28.271999999999998,-95.462999999999994
5510,0,5510,-1,large_jellyfish,1992,Fall,10,30,60540,167.152320000000000,0.000000000000000,0.000000000000000,27.957999999999998,-94.117999999999995
5511,1,5511,54,large_jellyfish,1992,Fall,10,24,60491,83.576160000000002,0.000000000000000,0.000000000000000,28.097000000000001,-95.789000000000001
5512,1,5512,99,large_jellyfish,1992,Fall,11,5,60588,22.128480000000000,0.000000000000000,0.000000000000000,29.445000000000000,-92.516999999999996
5513,1,5513,61,large_jellyfish,1992,Fall,11,3,60575,178.856640000000000,0.000000000000000,0.000000000000000,28.094000000000001,-92.262000000000000
5514,1,5514,61,large_jellyfish,1992,Fall,11,3,60576,167.152320000000000,0.000000000000000,0.000000000000000,28.058000000000000,-91.953999999999994
5515,1,5515,61,large_jellyfish,1992,Fall,11,3,60577,200.619360000000000,0.000000000000000,0.000000000000000,28.085000000000001,-92.356999999999999
5516,1,5516,60,large_jellyfish,1992,Fall,11,4,60578,150.510240000000010,0.000000000000000,0.000000000000000,28.170000000000002,-92.492000000000004
5517,1,5517,80,large_jellyfish,1992,Fall,11,4,60579,100.401120000000010,0.000000000000000,0.000000000000000,28.516999999999999,-92.183000000000007
5518,1,5518,61,large_jellyfish,1992,Fall,11,4,60580,126.004320000000010,0.000000000000000,0.000000000000000,28.297000000000001,-92.197999999999993
5519,1,5519,61,large_jellyfish,1992,Fall,11,4,60581,133.868159999999990,0.000000000000000,0.000000000000000,28.238000000000000,-92.188000000000002
5520,1,5520,79,large_jellyfish,1992,Fall,11,4,60582,73.517759999999996,0.000000000000000,0.000000000000000,28.591999999999999,-92.409999999999997
5521,1,5521,79,large_jellyfish,1992,Fall,11,4,60583,70.225920000000002,0.000000000000000,0.000000000000000,28.635999999999999,-92.420000000000002
5522,1,5522,79,large_jellyfish,1992,Fall,11,4,60584,83.576160000000002,0.000000000000000,0.000000000000000,28.559000000000001,-92.379999999999995
5523,1,5523,80,large_jellyfish,1992,Fall,11,4,60585,53.583840000000002,0.000000000000000,0.000000000000000,28.853000000000002,-92.188999999999993
5524,0,5524,-1,large jellyfish,1992,Fall,10,30,60537,200.619360000000000,2.612347074295020,10.884779476229300,27.922000000000001,-94.018000000000001
5525,1,5525,100,large_jellyfish,1992,Fall,11,5,60587,40.050719999999998,0.000000000000000,0.000000000000000,28.989000000000001,-92.102000000000004
5526,1,5526,79,large_jellyfish,1992,Fall,11,3,60572,73.517759999999996,0.000000000000000,0.000000000000000,28.606000000000002,-92.733000000000004
5527,1,5527,99,large jellyfish,1992,Fall,11,5,60589,23.408639999999998,0.787434912701508,5.080225243235530,29.405000000000001,-92.537999999999997
5528,1,5528,99,large jellyfish,1992,Fall,11,5,60590,20.116800000000001,0.240120021262305,2.837782069463600,29.465000000000000,-92.531999999999996
5529,1,5529,121,large jellyfish,1992,Fall,11,5,60591,26.700479999999999,0.086919478770983,0.579463191806553,29.507000000000001,-92.831000000000003
5530,1,5530,121,large jellyfish,1992,Fall,11,5,60592,23.408639999999998,0.312433852458985,1.270056310808880,29.489999999999998,-92.581000000000003
5531,1,5531,99,large jellyfish,1992,Fall,11,5,60593,28.712160000000001,0.280093059182029,3.427167576198350,29.373000000000001,-92.634000000000000
5532,1,5532,99,large_jellyfish,1992,Fall,11,5,60594,30.175200000000000,0.000000000000000,0.000000000000000,29.321999999999999,-92.629999999999995
5533,1,5533,98,large_jellyfish,1992,Fall,11,5,60595,32.369759999999999,0.000000000000000,0.000000000000000,29.338999999999999,-92.896000000000001
5534,1,5534,98,large_jellyfish,1992,Fall,11,6,60596,33.467039999999997,0.000000000000000,0.000000000000000,29.291000000000000,-92.896000000000001
5535,1,5535,107,large_jellyfish,1992,Fall,11,18,60673,133.868159999999990,0.000000000000000,0.000000000000000,29.154000000000000,-88.855999999999995
5536,1,5536,120,large jellyfish,1992,Fall,11,6,60598,24.688800000000001,0.175476139505118,2.411122527551240,29.507000000000001,-93.049999999999997
5537,1,5537,34,large_jellyfish,1992,Summer,6,22,62528,60.167520000000003,0.000000000000000,0.000000000000000,27.402999999999999,-96.972999999999999
5538,1,5538,80,large_jellyfish,1992,Fall,11,5,60586,43.525440000000003,0.000000000000000,0.000000000000000,28.942000000000000,-92.106999999999999
5539,1,5539,57,large jellyfish,1992,Fall,11,2,60560,117.043200000000000,0.127005631080889,2.540112621617770,28.263000000000002,-93.921000000000006
5540,1,5540,59,large_jellyfish,1992,Fall,10,30,60543,167.152320000000000,0.000000000000000,0.000000000000000,28.103000000000002,-93.253000000000000
5541,1,5541,59,large_jellyfish,1992,Fall,10,31,60546,117.043200000000000,0.000000000000000,0.000000000000000,28.245999999999999,-92.992999999999995
5542,1,5542,78,large_jellyfish,1992,Fall,10,31,60547,73.517759999999996,0.000000000000000,0.000000000000000,28.535000000000000,-93.182000000000002
5543,1,5543,59,large_jellyfish,1992,Fall,10,31,60548,83.576160000000002,0.000000000000000,0.000000000000000,28.463000000000001,-93.180000000000007
5544,1,5544,58,large_jellyfish,1992,Fall,10,31,60549,94.731840000000005,0.000000000000000,0.000000000000000,28.463000000000001,-93.382999999999996
5545,1,5545,58,large_jellyfish,1992,Fall,10,31,60550,100.401120000000010,0.000000000000000,0.000000000000000,28.408999999999999,-93.382999999999996
5546,1,5546,77,large jellyfish,1992,Fall,10,31,60551,66.934079999999994,0.036315672637192,0.726313452743833,28.617999999999999,-93.409000000000006
5547,1,5547,77,large_jellyfish,1992,Fall,10,31,60553,66.934079999999994,0.000000000000000,0.000000000000000,28.591999999999999,-93.733999999999995
5548,1,5548,57,large jellyfish,1992,Fall,11,1,60554,108.630720000000000,1.527687233456460,12.966481148164499,28.358000000000001,-93.921999999999997
5549,1,5549,57,large jellyfish,1992,Fall,11,1,60555,113.751360000000010,0.146885981271019,12.343359770673899,28.314000000000000,-93.929000000000002
5550,1,5550,96,large jellyfish,1992,Fall,11,1,60557,33.467039999999997,0.421624959317792,5.447350895578750,29.228000000000002,-93.936999999999998
5551,1,5551,60,large_jellyfish,1992,Fall,11,3,60574,167.152320000000000,0.000000000000000,0.000000000000000,28.123000000000001,-92.366000000000000
5552,1,5552,77,large jellyfish,1992,Fall,11,1,60559,46.817279999999997,0.050802252432355,2.540112621617770,28.827000000000002,-93.406000000000006
5553,1,5553,60,large_jellyfish,1992,Fall,11,3,60573,150.510240000000010,0.000000000000000,0.000000000000000,28.172999999999998,-92.581999999999994
5554,1,5554,76,large_jellyfish,1992,Fall,11,2,60561,60.167520000000003,0.000000000000000,0.000000000000000,28.681999999999999,-94.096000000000004
5555,1,5555,77,large_jellyfish,1992,Fall,11,2,60562,46.817279999999997,0.000000000000000,0.000000000000000,28.722999999999999,-93.653999999999996
5556,1,5556,77,large_jellyfish,1992,Fall,11,2,60563,43.525440000000003,0.000000000000000,0.000000000000000,28.827999999999999,-93.552000000000007
5557,1,5557,77,large_jellyfish,1992,Fall,11,2,60564,53.583840000000002,0.000000000000000,0.000000000000000,28.783999999999999,-93.454999999999998
5558,1,5558,78,large_jellyfish,1992,Fall,11,2,60565,60.167520000000003,0.000000000000000,0.000000000000000,28.698000000000000,-93.266999999999996
5559,1,5559,78,large_jellyfish,1992,Fall,11,2,60566,50.109119999999997,0.000000000000000,0.000000000000000,28.888000000000002,-93.034000000000006
5560,1,5560,78,large_jellyfish,1992,Fall,11,2,60567,56.875680000000003,0.000000000000000,0.000000000000000,28.786000000000001,-92.966999999999999
5561,1,5561,78,large_jellyfish,1992,Fall,11,2,60568,63.459359999999997,0.000000000000000,0.000000000000000,28.652999999999999,-92.906000000000006
5562,1,5562,78,large_jellyfish,1992,Fall,11,3,60569,61.813440000000000,0.000000000000000,0.000000000000000,28.728999999999999,-92.891999999999996
5563,1,5563,79,large_jellyfish,1992,Fall,11,3,60570,60.167520000000003,0.000000000000000,0.000000000000000,28.771000000000001,-92.783000000000001
5564,1,5564,79,large_jellyfish,1992,Fall,11,3,60571,70.225920000000002,0.000000000000000,0.000000000000000,28.660000000000000,-92.739000000000004
