"stationid","agg_grp","year","month","day","depth_m","decslat_ctr","decslon_ctr","subregion_depth","subregion_alongshore","use_pop_den_no_m2","use_biomass_den_kg_m2","biomass_den_kg_m3","pop_den_no_m3"
11093,"large jellyfish",1988,6,22,21.9,28.288,-96.2815,"2_shelf","1_Tex",0,0,0,0
11094,"large jellyfish",1988,6,22,22,28.278,-96.2545,"2_shelf","1_Tex",0,0,0,0
11095,"large jellyfish",1988,6,22,21.9,28.2535,-96.332,"2_shelf","1_Tex",0,0,0,0
11096,"large jellyfish",1988,6,22,23.8,28.1935,-96.338,"2_shelf","1_Tex",0,0,0,0
11097,"large jellyfish",1988,6,22,4,28.305,-96.4495,"1_inshore","1_Tex",0,0,0,0
11098,"large jellyfish",1988,6,14,14.6,26.058,-97.1265,"1_inshore","1_Tex",0,0,0,0
11099,"large jellyfish",1988,6,14,18.3,26.056,-97.111,"1_inshore","1_Tex",0,0,0,0
11100,"large jellyfish",1988,6,14,19,26.055,-97.099,"1_inshore","1_Tex",0,0,0,0
11101,"large jellyfish",1988,6,14,24,25.988,-97.0465,"2_shelf","1_Tex",0,0,0,0
11102,"large jellyfish",1988,6,14,30,26.0395,-96.994,"2_shelf","1_Tex",0,0,0,0
11103,"large jellyfish",1988,6,14,25.6,26.1575,-97.028,"2_shelf","1_Tex",0,0,0,0
11104,"large jellyfish",1988,6,14,23.8,26.1605,-97.0425,"2_shelf","1_Tex",0,0,0,0
11105,"large jellyfish",1988,6,14,8,26.1225,-97.1595,"1_inshore","1_Tex",0,0,0,0
11106,"large jellyfish",1988,6,22,15,26.157,-97.1455,"1_inshore","1_Tex",0,0,0,0
11107,"large jellyfish",1988,6,23,25,26.227,-97.027,"2_shelf","1_Tex",0,0,0,0
11108,"large jellyfish",1988,6,23,22,26.293,-97.04,"2_shelf","1_Tex",0,0,0,0
11109,"large jellyfish",1988,6,23,18.3,26.3315,-97.1085,"1_inshore","1_Tex",0,0,0,0
11110,"large jellyfish",1988,6,23,18.3,26.31,-97.1255,"1_inshore","1_Tex",0,0,0,0
11111,"large jellyfish",1988,6,23,16.5,26.292,-97.1425,"1_inshore","1_Tex",0,0,0,0
11112,"large jellyfish",1988,6,23,16.5,26.325,-97.1605,"1_inshore","1_Tex",0,0,0,0
11113,"large jellyfish",1988,6,23,9.1,26.2605,-97.175,"1_inshore","1_Tex",0,0,0,0
11114,"large jellyfish",1988,6,2,7.3,29.6115,-93.856,"1_inshore","2_Lou",0,0,0,0
11115,"large jellyfish",1988,6,2,10,29.588,-93.8435,"1_inshore","2_Lou",0,0,0,0
11116,"large jellyfish",1988,6,2,8,29.597,-93.894,"1_inshore","2_Lou",0,0,0,0
11117,"large jellyfish",1988,6,2,11,29.559,-93.9385,"1_inshore","2_Lou",0,0,0,0
11118,"large jellyfish",1988,6,2,6,29.629,-93.9455,"1_inshore","2_Lou",0,0,0,0
11119,"large jellyfish",1988,6,2,6,29.6255,-94.0115,"1_inshore","1_Tex",0,0,0,0
11120,"large jellyfish",1988,6,2,4,29.66,-93.951,"1_inshore","2_Lou",0,0,0,0
11121,"large jellyfish",1988,6,2,3,29.6785,-93.9805,"1_inshore","2_Lou",0,0,0,0
11122,"large jellyfish",1988,6,16,7.3,29.6245,-93.827,"1_inshore","2_Lou",0,0,0,0
11123,"large jellyfish",1988,6,16,7,29.6595,-93.8225,"1_inshore","2_Lou",0,0,0,0
11124,"large jellyfish",1988,6,16,7.3,29.6605,-93.7915,"1_inshore","2_Lou",0,0,0,0
11125,"large jellyfish",1988,6,16,10,29.608,-93.7225,"1_inshore","2_Lou",0,0,0,0
11126,"large jellyfish",1988,6,16,8,29.6605,-93.6245,"1_inshore","2_Lou",0,0,0,0
11127,"large jellyfish",1988,6,16,8,29.673,-93.6285,"1_inshore","2_Lou",0,0,0,0
11128,"large jellyfish",1988,6,16,4,29.7225,-93.647,"1_inshore","2_Lou",0,0,0,0
11129,"large jellyfish",1988,6,16,2,29.7385,-93.6385,"1_inshore","2_Lou",0,0,0,0
11130,"large jellyfish",1987,6,2,13,27.9035,-96.94,"1_inshore","1_Tex",0,0,0,0
11131,"large jellyfish",1987,6,2,12,27.977,-96.897,"1_inshore","1_Tex",0,0,0,0
11132,"large jellyfish",1987,6,2,9.1,28.0135,-96.8855,"1_inshore","1_Tex",0,0,0,0
11133,"large jellyfish",1987,6,2,12.8,27.9715,-96.879,"1_inshore","1_Tex",0,0,0,0
11134,"large jellyfish",1987,6,13,19,27.931,-96.799,"1_inshore","1_Tex",0,0,0,0
11135,"large jellyfish",1987,6,13,19,27.905,-96.8295,"1_inshore","1_Tex",0,0,0,0
11136,"large jellyfish",1987,6,13,21,27.897,-96.801,"2_shelf","1_Tex",0,0,0,0
11137,"large jellyfish",1987,6,13,17,27.891,-96.8935,"1_inshore","1_Tex",0,0,0,0
11138,"large jellyfish",1987,6,16,11,27.8655,-96.999,"1_inshore","1_Tex",0,0,0,0
11139,"large jellyfish",1987,6,16,11,27.8685,-96.9945,"1_inshore","1_Tex",0,0,0,0
11140,"large jellyfish",1987,6,16,15,27.8475,-96.951,"1_inshore","1_Tex",0,0,0,0
11141,"large jellyfish",1987,6,16,15,27.7915,-96.9945,"1_inshore","1_Tex",0,0,0,0
11142,"large jellyfish",1987,6,16,22,27.724,-96.9625,"2_shelf","1_Tex",0,0,0,0
11143,"large jellyfish",1987,6,16,22,27.6935,-96.996,"2_shelf","1_Tex",0,0,0,0
11144,"large jellyfish",1987,6,16,14.6,27.739,-97.049,"1_inshore","1_Tex",0,0,0,0
11145,"large jellyfish",1987,6,16,15,27.6465,-97.1255,"1_inshore","1_Tex",0,0,0,0
11146,"large jellyfish",1988,11,13,20.1,26.2595,-97.06,"2_shelf","1_Tex",0,0,0,0
11147,"large jellyfish",1988,11,13,19,26.298,-97.0935,"1_inshore","1_Tex",0,0,0,0
11148,"large jellyfish",1988,11,13,18.3,26.3085,-97.0935,"1_inshore","1_Tex",0,0,0,0
11149,"large jellyfish",1988,11,13,14,26.3575,-97.1755,"1_inshore","1_Tex",0,0,0,0
11150,"large jellyfish",1988,11,13,15,26.309,-97.158,"1_inshore","1_Tex",0,0,0,0
11151,"large jellyfish",1988,11,13,16.5,26.31,-97.14,"1_inshore","1_Tex",0,0,0,0
11152,"large jellyfish",1988,11,13,17,26.261,-97.125,"1_inshore","1_Tex",0,0,0,0
11153,"large jellyfish",1988,11,13,17,26.2445,-97.126,"1_inshore","1_Tex",0,0,0,0
11154,"large jellyfish",1988,12,6,12,26.0795,-97.1395,"1_inshore","1_Tex",0,0,0,0
11155,"large jellyfish",1988,12,6,20.1,26.0955,-97.073,"2_shelf","1_Tex",0,0,0,0
11156,"large jellyfish",1988,12,6,21,26.0955,-97.058,"2_shelf","1_Tex",0,0,0,0
11157,"large jellyfish",1988,12,6,18.3,26.03,-97.095,"1_inshore","1_Tex",0,0,0,0
11158,"large jellyfish",1988,12,6,18,25.9605,-97.093,"1_inshore","1_Tex",0,0,0,0
11159,"large jellyfish",1988,12,6,12,25.981,-97.126,"1_inshore","1_Tex",0,0,0,0
11160,"large jellyfish",1988,12,6,5.5,25.98,-97.142,"1_inshore","1_Tex",0,0,0,0
11161,"large jellyfish",1988,12,6,12,26.0115,-97.1265,"1_inshore","1_Tex",0,0,0,0
11162,"large jellyfish",1988,11,2,15,28.4295,-96.1485,"1_inshore","1_Tex",0,0,0,0
11163,"large jellyfish",1988,11,2,19,28.371,-96.113,"1_inshore","1_Tex",0,0,0,0
11164,"large jellyfish",1988,11,2,18.3,28.412,-96.0855,"1_inshore","1_Tex",0,0,0,0
11165,"large jellyfish",1988,11,2,18.3,28.4045,-96.08,"1_inshore","1_Tex",0,0,0,0
11166,"large jellyfish",1988,11,2,16.5,28.448,-96.053,"1_inshore","1_Tex",0,0,0,0
11167,"large jellyfish",1988,11,2,15,28.457,-96.0975,"1_inshore","1_Tex",0,0,0,0
11168,"large jellyfish",1988,11,2,12.8,28.466,-96.1445,"1_inshore","1_Tex",0,0,0,0
11169,"large jellyfish",1988,11,2,4,28.47,-96.243,"1_inshore","1_Tex",0,0,0,0
11170,"large jellyfish",1988,11,23,16.5,28.403,-96.182,"1_inshore","1_Tex",0,0,0,0
11171,"large jellyfish",1988,11,23,20.1,28.3435,-96.189,"2_shelf","1_Tex",0,0,0,0
11172,"large jellyfish",1988,11,23,17,28.3135,-96.324,"1_inshore","1_Tex",0,0,0,0
11173,"large jellyfish",1988,11,23,20.1,28.271,-96.33,"2_shelf","1_Tex",0,0,0,0
11174,"large jellyfish",1988,11,23,19,28.2775,-96.355,"1_inshore","1_Tex",0,0,0,0
11175,"large jellyfish",1988,11,23,21,28.2515,-96.347,"2_shelf","1_Tex",0,0,0,0
11176,"large jellyfish",1988,11,23,19,28.2285,-96.406,"1_inshore","1_Tex",0,0,0,0
11177,"large jellyfish",1988,11,23,21.9,28.178,-96.4225,"2_shelf","1_Tex",0,0,0,0
11178,"large jellyfish",1988,11,2,10,27.8445,-97.024,"1_inshore","1_Tex",0,0,0,0
11179,"large jellyfish",1988,11,2,8,27.854,-97.026,"1_inshore","1_Tex",0,0,0,0
11180,"large jellyfish",1988,11,2,6,27.8905,-97.004,"1_inshore","1_Tex",0,0,0,0
11181,"large jellyfish",1988,11,2,4,27.9905,-96.914,"1_inshore","1_Tex",0.06853374035222,0.00037693557193721,0.00150774228774884,0.27413496140888
11182,"large jellyfish",1988,11,2,11,27.9815,-96.904,"1_inshore","1_Tex",0.0620067174615324,0.00458849709215339,0.0504734680136873,0.682073892076856
11183,"large jellyfish",1988,11,2,12.8,27.961,-96.8975,"1_inshore","1_Tex",0.0361705851858939,0.00397876437044833,0.0509281839417386,0.462983490379442
11184,"large jellyfish",1988,11,2,20.1,27.9,-96.823,"2_shelf","1_Tex",0.0325535266673045,0.00253917508004975,0.051037419109,0.654325886012821
11185,"large jellyfish",1988,11,2,20.1,27.8445,-96.8775,"2_shelf","1_Tex",0.03426687017611,0.00253574839303214,0.050968542699946,0.688764090539811
11186,"large jellyfish",1988,11,23,15,27.768,-97.0135,"1_inshore","1_Tex",0,0,0,0
11187,"large jellyfish",1988,11,23,17,27.7265,-97.0205,"1_inshore","1_Tex",0,0,0,0
11188,"large jellyfish",1988,11,23,16,27.6705,-97.08,"1_inshore","1_Tex",0,0,0,0
11189,"large jellyfish",1988,11,23,18.3,27.7595,-96.9885,"1_inshore","1_Tex",0,0,0,0
11190,"large jellyfish",1988,11,23,21,27.7535,-96.9385,"2_shelf","1_Tex",0,0,0,0
11191,"large jellyfish",1988,11,23,20.1,27.793,-96.9215,"2_shelf","1_Tex",0,0,0,0
11192,"large jellyfish",1988,11,23,18.3,27.804,-96.9465,"1_inshore","1_Tex",0,0,0,0
11193,"large jellyfish",1988,11,23,18.3,27.795,-96.971,"1_inshore","1_Tex",0,0,0,0
11194,"large jellyfish",1988,11,8,6,29.292,-94.754,"1_inshore","1_Tex",0,0,0,0
11195,"large jellyfish",1988,11,8,11,29.2905,-94.658,"1_inshore","1_Tex",0,0,0,0
11196,"large jellyfish",1988,11,8,14.6,29.31,-94.57,"1_inshore","1_Tex",0,0,0,0
11197,"large jellyfish",1988,11,8,12.8,29.375,-94.5245,"1_inshore","1_Tex",0,0,0,0
11198,"large jellyfish",1988,11,8,12,29.414,-94.492,"1_inshore","1_Tex",0,0,0,0
11199,"large jellyfish",1988,11,8,9.1,29.4445,-94.542,"1_inshore","1_Tex",0,0,0,0
11200,"large jellyfish",1988,11,8,7.3,29.412,-94.661,"1_inshore","1_Tex",0,0,0,0
11201,"large jellyfish",1988,11,8,11,29.341,-94.659,"1_inshore","1_Tex",0,0,0,0
11202,"large jellyfish",1988,11,23,10,29.26,-94.7075,"1_inshore","1_Tex",0,0,0,0
11203,"large jellyfish",1988,11,23,15,29.175,-94.7615,"1_inshore","1_Tex",0,0,0,0
11204,"large jellyfish",1988,11,23,15,29.145,-94.828,"1_inshore","1_Tex",0,0,0,0
11205,"large jellyfish",1988,11,23,14.6,29.174,-94.8245,"1_inshore","1_Tex",0,0,0,0
11206,"large jellyfish",1988,11,23,11,29.192,-94.8585,"1_inshore","1_Tex",0,0,0,0
11207,"large jellyfish",1988,11,23,14.6,29.1885,-94.7915,"1_inshore","1_Tex",0,0,0,0
11208,"large jellyfish",1988,11,23,12.8,29.2085,-94.792,"1_inshore","1_Tex",0,0,0,0
11209,"large jellyfish",1988,11,23,8,29.275,-94.7575,"1_inshore","1_Tex",0,0,0,0
11210,"large jellyfish",1987,11,2,9.1,27.8965,-96.9915,"1_inshore","1_Tex",0,0,0,0
11211,"large jellyfish",1987,11,2,6,27.903,-96.9965,"1_inshore","1_Tex",0.0217023511115363,0.000368939968896118,0.00221363981337671,0.130214106669218
11212,"large jellyfish",1987,11,2,11,27.9775,-96.908,"1_inshore","1_Tex",2.25161892782189,0.714929701491786,7.86422671640965,24.7678082060408
11213,"large jellyfish",1987,11,2,14,27.9295,-96.8965,"1_inshore","1_Tex",0,0,0,0
11214,"large jellyfish",1987,11,2,19,27.879,-96.8755,"1_inshore","1_Tex",2.387258622269,0.060050405525621,1.1409577049868,45.357913823111
11215,"large jellyfish",1987,11,2,15,27.869,-96.923,"1_inshore","1_Tex",0.65107053334609,0.207736401553496,3.11604602330244,9.76605800019135
11216,"large jellyfish",1987,11,2,15,27.86,-96.955,"1_inshore","1_Tex",3.28248060561987,1.07301849483213,16.0952774224819,49.2372090842981
11217,"large jellyfish",1987,11,2,14,27.8525,-96.979,"1_inshore","1_Tex",1.54629251669696,0.602945569756258,8.44123797658761,21.6480952337574
11218,"large jellyfish",1987,11,18,8,27.7885,-97.0625,"1_inshore","1_Tex",3.30960854450929,1.40278571997193,11.2222857597754,26.4768683560743
11219,"large jellyfish",1987,11,18,4,27.7085,-97.1355,"1_inshore","1_Tex",0,0,0,0
11220,"large jellyfish",1987,11,18,22,27.59,-97.0475,"2_shelf","1_Tex",0,0,0,0
11221,"large jellyfish",1987,11,18,21,27.66,-97.0255,"2_shelf","1_Tex",0,0,0,0
11222,"large jellyfish",1987,11,18,18.3,27.7025,-97.033,"1_inshore","1_Tex",0.0465050380961493,0.00785935143824923,0.143826131319961,0.851042197159532
11223,"large jellyfish",1987,11,18,16.5,27.7255,-97.0395,"1_inshore","1_Tex",0.15024704615679,0.03042502684675,0.502012942971375,2.47907626158703
11224,"large jellyfish",1987,11,18,21,27.7765,-96.9485,"2_shelf","1_Tex",0.40065878975144,0.101166344412239,2.12449323265702,8.41383458478024
11225,"large jellyfish",1987,11,18,17,27.797,-96.978,"1_inshore","1_Tex",0.0465050380961493,0.00562710960963406,0.095660863363779,0.790585647634538
11226,"large jellyfish",1987,11,3,9.1,28.444,-96.2555,"1_inshore","1_Tex",0.075123523078395,0.0225370569235185,0.205087218004018,0.683624060013394
11227,"large jellyfish",1987,11,3,13,28.472,-96.1305,"1_inshore","1_Tex",0,0,0,0
11228,"large jellyfish",1987,11,3,15,28.4615,-96.122,"1_inshore","1_Tex",5.25864661548765,1.67199921198148,25.0799881797222,78.8796992323147
11229,"large jellyfish",1987,11,3,18.3,28.4035,-96.0995,"1_inshore","1_Tex",0.10016469743786,0.0284217328979928,0.520117712033268,1.83301396311284
11230,"large jellyfish",1987,11,3,18.3,28.394,-96.139,"1_inshore","1_Tex",0,0,0,0
11231,"large jellyfish",1987,11,3,19,28.37,-96.1675,"1_inshore","1_Tex",0,0,0,0
11232,"large jellyfish",1987,11,3,20.1,28.328,-96.2055,"2_shelf","1_Tex",0,0,0,0
11233,"large jellyfish",1987,11,3,18.3,28.3545,-96.2485,"1_inshore","1_Tex",0,0,0,0
11234,"large jellyfish",1987,11,21,14.6,28.3895,-96.2615,"1_inshore","1_Tex",0.025041174359465,0.00563426423087962,0.0822602577708424,0.365601145648189
11235,"large jellyfish",1987,11,21,16.5,28.321,-96.3305,"1_inshore","1_Tex",0.175288220516255,0.0568434657959855,0.937917185633761,2.89225563851821
11236,"large jellyfish",1987,11,21,18.3,28.3275,-96.2725,"1_inshore","1_Tex",0,0,0,0
11237,"large jellyfish",1987,11,21,20.1,28.3065,-96.265,"2_shelf","1_Tex",0,0,0,0
11238,"large jellyfish",1987,11,21,22,28.28,-96.2575,"2_shelf","1_Tex",0,0,0,0
11239,"large jellyfish",1987,11,21,22,28.2415,-96.298,"2_shelf","1_Tex",0,0,0,0
11240,"large jellyfish",1987,11,21,23.8,28.211,-96.3315,"2_shelf","1_Tex",0,0,0,0
11241,"large jellyfish",1987,11,21,20.1,28.2955,-96.3065,"2_shelf","1_Tex",0.025041174359465,0.0113937343335566,0.229014060104488,0.503327604625247
11242,"large jellyfish",1987,11,3,24,26.1765,-97.028,"2_shelf","1_Tex",0,0,0,0
11243,"large jellyfish",1987,11,3,20.1,26.192,-97.06,"2_shelf","1_Tex",0,0,0,0
11244,"large jellyfish",1987,11,3,27.4,26.207,-97.0095,"2_shelf","1_Tex",0,0,0,0
11245,"large jellyfish",1987,11,3,22,26.225,-97.045,"2_shelf","1_Tex",0,0,0,0
11246,"large jellyfish",1987,11,3,18.3,26.241,-97.111,"1_inshore","1_Tex",0,0,0,0
11247,"large jellyfish",1987,11,3,18.3,26.274,-97.108,"1_inshore","1_Tex",0,0,0,0
11248,"large jellyfish",1987,11,3,17,26.2745,-97.1275,"1_inshore","1_Tex",0,0,0,0
11249,"large jellyfish",1987,11,3,18.3,26.2915,-97.127,"1_inshore","1_Tex",0,0,0,0
11250,"large jellyfish",1987,11,24,19,26.08,-97.0915,"1_inshore","1_Tex",0,0,0,0
11251,"large jellyfish",1987,11,24,18.3,26.128,-97.0925,"1_inshore","1_Tex",0,0,0,0
11252,"large jellyfish",1987,11,24,26,26.1285,-97.0075,"2_shelf","1_Tex",0,0,0,0
11253,"large jellyfish",1987,11,30,22,26.0365,-97.0565,"2_shelf","1_Tex",0,0,0,0
11254,"large jellyfish",1987,11,30,25.6,25.989,-97.0255,"2_shelf","1_Tex",0,0,0,0
11255,"large jellyfish",1987,11,30,23.8,25.9915,-97.0445,"2_shelf","1_Tex",0,0,0,0
11256,"large jellyfish",1987,11,30,11,25.9555,-97.1265,"1_inshore","1_Tex",0,0,0,0
11257,"large jellyfish",1987,11,30,8,26.009,-97.1415,"1_inshore","1_Tex",0,0,0,0
11258,"large jellyfish",1987,11,1,10,29.591,-93.836,"1_inshore","2_Lou",0,0,0,0
11259,"large jellyfish",1987,11,1,12.8,29.525,-93.8795,"1_inshore","2_Lou",0,0,0,0
11260,"large jellyfish",1987,11,1,12.8,29.528,-93.8955,"1_inshore","2_Lou",0,0,0,0
11261,"large jellyfish",1987,11,1,12,29.556,-93.8915,"1_inshore","2_Lou",0,0,0,0
11262,"large jellyfish",1987,11,1,6,29.627,-94.0235,"1_inshore","1_Tex",0,0,0,0
11263,"large jellyfish",1987,11,1,6,29.6375,-94.027,"1_inshore","1_Tex",0,0,0,0
11264,"large jellyfish",1987,11,1,5.5,29.66,-94.0395,"1_inshore","1_Tex",0,0,0,0
11265,"large jellyfish",1987,11,1,5.5,29.6415,-93.8715,"1_inshore","2_Lou",0,0,0,0
11266,"large jellyfish",1987,11,24,12,29.5775,-93.7715,"1_inshore","2_Lou",0,0,0,0
11267,"large jellyfish",1987,11,24,11,29.6055,-93.6455,"1_inshore","2_Lou",0,0,0,0
11268,"large jellyfish",1987,11,24,9.1,29.673,-93.6225,"1_inshore","2_Lou",0,0,0,0
11269,"large jellyfish",1987,11,24,6,29.724,-93.6115,"1_inshore","2_Lou",0,0,0,0
11270,"large jellyfish",1987,11,24,5.5,29.743,-93.606,"1_inshore","2_Lou",0,0,0,0
11271,"large jellyfish",1987,11,24,3.7,29.7395,-93.69,"1_inshore","2_Lou",0,0,0,0
11272,"large jellyfish",1987,11,24,6,29.7205,-93.6975,"1_inshore","2_Lou",0,0,0,0
11273,"large jellyfish",1987,11,24,7.3,29.69,-93.689,"1_inshore","2_Lou",0,0,0,0
11274,"large jellyfish",1987,6,2,16.5,28.352,-96.2935,"1_inshore","1_Tex",0,0,0,0
11275,"large jellyfish",1987,6,2,20.1,28.3075,-96.2815,"2_shelf","1_Tex",0,0,0,0
11276,"large jellyfish",1987,6,2,22,28.2625,-96.271,"2_shelf","1_Tex",0,0,0,0
11277,"large jellyfish",1987,6,2,20.1,28.276,-96.3085,"2_shelf","1_Tex",0,0,0,0
11278,"large jellyfish",1987,6,2,20.1,28.2455,-96.3905,"2_shelf","1_Tex",0,0,0,0
11279,"large jellyfish",1987,6,2,18.3,28.24,-96.413,"1_inshore","1_Tex",0,0,0,0
11280,"large jellyfish",1987,6,3,5.5,28.31,-96.439,"1_inshore","1_Tex",0,0,0,0
11281,"large jellyfish",1987,6,3,10,28.2935,-96.4425,"1_inshore","1_Tex",0,0,0,0
11282,"large jellyfish",1987,6,16,17,28.365,-96.2455,"1_inshore","1_Tex",0,0,0,0
11283,"large jellyfish",1987,6,16,16.5,28.3775,-96.237,"1_inshore","1_Tex",0,0,0,0
11284,"large jellyfish",1987,6,16,18.3,28.373,-96.178,"1_inshore","1_Tex",0,0,0,0
11285,"large jellyfish",1987,6,16,15,28.427,-96.1685,"1_inshore","1_Tex",0,0,0,0
11286,"large jellyfish",1987,6,16,15,28.4575,-96.0945,"1_inshore","1_Tex",0,0,0,0
11287,"large jellyfish",1987,6,16,13,28.479,-96.104,"1_inshore","1_Tex",0,0,0,0
11288,"large jellyfish",1987,6,16,11,28.4935,-96.1455,"1_inshore","1_Tex",0,0,0,0
11289,"large jellyfish",1987,6,16,11,28.4415,-96.2435,"1_inshore","1_Tex",0,0,0,0
11290,"large jellyfish",1987,6,6,20.1,26.1945,-97.058,"2_shelf","1_Tex",0,0,0,0
11291,"large jellyfish",1987,6,6,23.8,26.338,-97.04,"2_shelf","1_Tex",0,0,0,0
11292,"large jellyfish",1987,6,6,18.3,26.3445,-97.106,"1_inshore","1_Tex",0,0,0,0
11293,"large jellyfish",1987,6,6,17,26.3545,-97.1245,"1_inshore","1_Tex",0,0,0,0
11294,"large jellyfish",1987,6,6,7.3,26.328,-97.1915,"1_inshore","1_Tex",0,0,0,0
11295,"large jellyfish",1987,6,6,16.5,26.3215,-97.1585,"1_inshore","1_Tex",0,0,0,0
11296,"large jellyfish",1987,6,6,16.5,26.311,-97.1415,"1_inshore","1_Tex",0,0,0,0
11297,"large jellyfish",1987,6,6,7.3,26.238,-97.175,"1_inshore","1_Tex",0,0,0,0
11298,"large jellyfish",1987,6,17,24,26.168,-97.0255,"2_shelf","1_Tex",0,0,0,0
11299,"large jellyfish",1987,6,17,24,26.0795,-97.027,"2_shelf","1_Tex",0,0,0,0
11300,"large jellyfish",1987,6,17,25.6,26.046,-97.0265,"2_shelf","1_Tex",0,0,0,0
11301,"large jellyfish",1987,6,17,28,26.008,-96.994,"2_shelf","1_Tex",0,0,0,0
11302,"large jellyfish",1987,6,17,26,25.982,-97.0105,"2_shelf","1_Tex",0,0,0,0
11303,"large jellyfish",1987,6,17,22,26.009,-97.058,"2_shelf","1_Tex",0,0,0,0
11304,"large jellyfish",1987,6,17,19,26.0345,-97.09,"1_inshore","1_Tex",0,0,0,0
11305,"large jellyfish",1987,6,17,16.5,26.028,-97.108,"1_inshore","1_Tex",0,0,0,0
11306,"large jellyfish",1987,11,3,9.1,29.372,-94.628,"1_inshore","1_Tex",0,0,0,0
11307,"large jellyfish",1987,11,3,10,29.3755,-94.593,"1_inshore","1_Tex",0,0,0,0
11308,"large jellyfish",1987,11,3,11,29.37,-94.5265,"1_inshore","1_Tex",0,0,0,0
11309,"large jellyfish",1987,11,3,11,29.4115,-94.511,"1_inshore","1_Tex",0.0542558777788408,0.0307630827006028,0.338393909706631,0.596814655567249
11310,"large jellyfish",1987,11,3,11,29.423,-94.4945,"1_inshore","1_Tex",0.0813838166682612,0.0246050405727043,0.270655446299747,0.895221983350873
11311,"large jellyfish",1987,11,3,9.1,29.458,-94.5105,"1_inshore","1_Tex",0.0271279388894204,0.0123160842557969,0.112076366727752,0.246864243893726
11312,"large jellyfish",1987,11,3,11,29.407,-94.5785,"1_inshore","1_Tex",0.0813838166682612,0.0307630827006028,0.338393909706631,0.895221983350873
11313,"large jellyfish",1987,11,3,6,29.3775,-94.6935,"1_inshore","1_Tex",0,0,0,0
11314,"large jellyfish",1987,11,30,4,29.3585,-94.7065,"1_inshore","1_Tex",0,0,0,0
11315,"large jellyfish",1987,11,30,12.8,29.341,-94.5745,"1_inshore","1_Tex",0,0,0,0
11316,"large jellyfish",1987,11,30,9.1,29.29,-94.692,"1_inshore","1_Tex",0.0241137234572626,0.0175065632299726,0.159309725392751,0.21943488346109
11317,"large jellyfish",1987,11,30,12.8,29.2555,-94.6915,"1_inshore","1_Tex",0,0,0,0
11318,"large jellyfish",1987,11,30,11,29.241,-94.775,"1_inshore","1_Tex",0,0,0,0
11319,"large jellyfish",1987,11,30,16.5,29.1245,-94.794,"1_inshore","1_Tex",0,0,0,0
11320,"large jellyfish",1987,11,30,17,29.108,-94.81,"1_inshore","1_Tex",0,0,0,0
11321,"large jellyfish",1987,11,30,15,29.1915,-94.743,"1_inshore","1_Tex",0,0,0,0
11322,"large jellyfish",1988,6,3,11,29.378,-94.6275,"1_inshore","1_Tex",0,0,0,0
11323,"large jellyfish",1988,6,3,9.1,29.396,-94.628,"1_inshore","1_Tex",0,0,0,0
11324,"large jellyfish",1988,6,3,13,29.3595,-94.5265,"1_inshore","1_Tex",0,0,0,0
11325,"large jellyfish",1988,6,3,9.1,29.4735,-94.508,"1_inshore","1_Tex",0,0,0,0
11326,"large jellyfish",1988,6,3,7.3,29.461,-94.56,"1_inshore","1_Tex",0,0,0,0
11327,"large jellyfish",1988,6,3,8,29.443,-94.5745,"1_inshore","1_Tex",0,0,0,0
11328,"large jellyfish",1988,6,3,7.3,29.442,-94.6035,"1_inshore","1_Tex",0,0,0,0
11329,"large jellyfish",1988,6,3,9.1,29.4255,-94.5905,"1_inshore","1_Tex",0,0,0,0
11330,"large jellyfish",1988,6,21,11,29.3565,-94.611,"1_inshore","1_Tex",0,0,0,0
11331,"large jellyfish",1988,6,21,13,29.306,-94.6125,"1_inshore","1_Tex",0,0,0,0
11332,"large jellyfish",1988,6,21,16.5,29.2215,-94.63,"1_inshore","1_Tex",0,0,0,0
11333,"large jellyfish",1988,6,21,16.5,29.2105,-94.693,"1_inshore","1_Tex",0,0,0,0
11334,"large jellyfish",1988,6,21,13,29.2105,-94.781,"1_inshore","1_Tex",0,0,0,0
11335,"large jellyfish",1988,6,21,10,29.2265,-94.8455,"1_inshore","1_Tex",0,0,0,0
11336,"large jellyfish",1988,6,21,11,29.241,-94.797,"1_inshore","1_Tex",0,0,0,0
11337,"large jellyfish",1988,6,21,9.1,29.2605,-94.7925,"1_inshore","1_Tex",0,0,0,0
11338,"large jellyfish",1987,6,3,9.1,29.6495,-93.814,"1_inshore","2_Lou",0,0,0,0
11339,"large jellyfish",1987,6,3,12,29.5775,-93.834,"1_inshore","2_Lou",0,0,0,0
11340,"large jellyfish",1987,6,3,7.3,29.604,-93.9065,"1_inshore","2_Lou",0,0,0,0
11341,"large jellyfish",1987,6,3,7.3,29.607,-93.919,"1_inshore","2_Lou",0,0,0,0
11342,"large jellyfish",1987,6,3,6,29.6265,-93.9135,"1_inshore","2_Lou",0,0,0,0
11343,"large jellyfish",1987,6,3,6,29.6435,-94.024,"1_inshore","1_Tex",0,0,0,0
11344,"large jellyfish",1987,6,3,5.5,29.6605,-94.063,"1_inshore","1_Tex",0,0,0,0
11345,"large jellyfish",1987,6,3,4,29.6565,-93.959,"1_inshore","2_Lou",0,0,0,0
11346,"large jellyfish",1987,6,16,6,29.693,-93.79,"1_inshore","2_Lou",0,0,0,0
