OBJECTID,Join_Count,join_dist,TARGET_FID,agg_grp,year,month,day,stationid,use_pop_de,use_biomas,depth_m,biomass_de,pop_den_no,decslat_ct,decslon_ct,FID_jelly_,FID_jelly1,agg_grp_1,year_1,month_1,day_1,stationid_,use_pop__1,use_biom_1,depth_m_1,biomass__1,pop_den__1,decslat__1,decslon__1,agg_grp_12,year_12,month_12,day_12,stationi_1,use_pop__2,use_biom_2,depth_m_12,biomass__2,pop_den__2,decslat__2,decslon__2
131,1,802.753407371466780,131,large jellyfish,1986,11,18,29952,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.713999999999999,-93.751999999999995,,,,,,,,,,,,,,,large jellyfish,1990,11,16,10853,0.000000000000000,0.000000000000000,5.100000000000000,0.000000000000000,0.000000000000000,29.709499999999998,-93.745500000000007
132,1,498.810427669901400,132,large jellyfish,1986,11,18,29953,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.664000000000001,-93.819999999999993,,,,,,,,,,,,,,,large jellyfish,1999,11,16,34503,0.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,29.659500000000001,-93.819999999999993
133,1,720.465640007052570,133,large jellyfish,1986,11,20,29954,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.305000000000000,-94.691000000000003,,,,,,,,,,,,,,,large jellyfish,1989,11,12,11018,0.000000000000000,0.000000000000000,9.500000000000000,0.000000000000000,0.000000000000000,29.311499999999999,-94.691000000000003
134,1,1468.850020715264700,134,large jellyfish,1986,11,20,29955,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.289999999999999,-94.725999999999999,,,,,,,,,,,,,,,large jellyfish,1987,6,11,11354,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.295000000000002,-94.712000000000003
135,1,534.451851224605890,135,large jellyfish,1986,11,20,29957,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.189000000000000,-94.757000000000005,,,,,,,,,,,,,,,large jellyfish,2004,6,2,39018,0.000000000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,29.187000000000001,-94.762000000000000
136,1,32.586901300899697,136,large jellyfish,1986,11,20,29958,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.175000000000001,-94.757000000000005,,,,,,,,,,,,,,,large jellyfish,2007,6,5,125423,0.000000000000000,0.000000000000000,14.100000000000000,0.000000000000000,0.000000000000000,29.175000000000001,-94.757334999999998
137,1,335.905279478276160,137,large jellyfish,1986,11,20,29959,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.155999999999999,-94.760999999999996,,,,,,,,,,,,,,,large jellyfish,1998,11,16,10470,0.078128464001531,0.011823440885565,15.500000000000000,0.183263333726258,1.210991192023730,29.157499999999999,-94.757999999999996
138,1,226.952356669408120,138,large jellyfish,1986,11,20,29960,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.143000000000001,-94.724999999999994,,,,,,,,,,,,,,,large jellyfish,2007,6,5,125424,0.000000000000000,0.000000000000000,16.100000000000001,0.000000000000000,0.000000000000000,29.145000000000000,-94.725499999999997
139,1,155.971624307192460,139,large jellyfish,1986,11,20,29961,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.257999999999999,-94.662000000000006,,,,,,,,,,,,,,,large jellyfish,1991,11,18,11615,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,29.258500000000002,-94.660499999999999
140,1,911.185356382603460,140,large jellyfish,1987,11,12,30370,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.158000000000001,-92.158000000000001,,,,,,,,,,,,,,,large jellyfish,1989,7,13,85530,0.065107053334609,0.001171926960023,12.800000000000001,0.015000665088294,0.833370282682995,29.150500000000001,-92.161834999999996
141,0,-1.000000000000000,141,large jellyfish,1987,11,12,30375,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.321999999999999,-92.113000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0,-1.000000000000000,142,large jellyfish,1987,11,12,30376,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.271999999999998,-89.933000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1,0.000000000000000,143,large jellyfish,1987,11,12,30377,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.062000000000001,-88.846999999999994,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55431,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.062000000000001,-88.846999999999994
144,1,0.000000000000000,144,large jellyfish,1987,11,12,30379,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55430,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999
145,1,1726.045278015841900,145,large jellyfish,1987,11,12,30380,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.251000000000001,-89.903000000000006,,,,,,,,,,,,,,,large jellyfish,1985,7,25,68730,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.255500000000001,-89.885999999999996
146,1,1163.816737183835400,146,large jellyfish,1987,11,12,30381,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.231999999999999,-89.878000000000000,,,,,,,,,,,,,,,large jellyfish,1987,9,30,51769,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.242500000000000,-89.878000000000000
147,1,243.557401633974650,147,large jellyfish,1987,11,12,30382,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.016999999999999,-90.981999999999999,,,,,,,,,,,,,,,large jellyfish,1988,7,14,55424,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.016999999999999,-90.984499999999997
148,1,0.000000000000000,148,large jellyfish,1987,11,12,30384,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.074999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,7,55434,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,29.074999999999999,-90.594999999999999
149,0,-1.000000000000000,149,large jellyfish,1987,11,12,30385,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.567000000000000,-92.030000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1,345.398521070497280,150,large jellyfish,1987,11,12,30386,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.033999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1995,7,8,39194,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.034500000000001,-90.598500000000001
151,1,0.000000000000000,151,large jellyfish,1987,11,12,30387,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,7,55432,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999
152,1,3609.955724596802200,152,large jellyfish,1987,11,13,30388,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.413000000000000,-89.072000000000003,,,,,,,,,,,,,,,large jellyfish,1984,10,16,52525,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.384499999999999,-89.054000000000002
153,0,-1.000000000000000,153,large jellyfish,1987,11,13,30389,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.448000000000000,-89.159999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0,-1.000000000000000,154,large jellyfish,1987,11,13,30390,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.457000000000001,-89.203000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,
155,1,911.185356382603460,155,large jellyfish,1989,11,13,30391,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.158000000000001,-92.158000000000001,,,,,,,,,,,,,,,large jellyfish,1989,7,13,85530,0.065107053334609,0.001171926960023,12.800000000000001,0.015000665088294,0.833370282682995,29.150500000000001,-92.161834999999996
156,0,-1.000000000000000,156,large jellyfish,1989,11,13,30392,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.321999999999999,-92.113000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,-1.000000000000000,157,large jellyfish,1989,11,13,30393,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.567000000000000,-92.030000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0,-1.000000000000000,158,large jellyfish,1989,11,14,30394,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.271999999999998,-89.933000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,
159,1,332.560033891815690,159,large jellyfish,1989,11,14,30395,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.052000000000000,-88.856999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55430,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999
160,1,1726.045278015841900,160,large jellyfish,1989,11,14,30396,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.251000000000001,-89.903000000000006,,,,,,,,,,,,,,,large jellyfish,1985,7,25,68730,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.255500000000001,-89.885999999999996
161,1,293.856986498516730,161,large jellyfish,1989,11,14,30397,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.053000000000001,-88.855000000000004,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55430,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999
162,1,1163.816737183835400,162,large jellyfish,1989,11,14,30398,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.231999999999999,-89.878000000000000,,,,,,,,,,,,,,,large jellyfish,1987,9,30,51769,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.242500000000000,-89.878000000000000
163,1,440.786414555016850,163,large jellyfish,1989,11,14,30399,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.052000000000000,-88.853999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55430,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999
164,1,0.000000000000000,164,large jellyfish,1989,11,14,30400,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,7,55432,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999
165,1,345.398521070497280,165,large jellyfish,1989,11,14,30401,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.033999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1995,7,8,39194,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.034500000000001,-90.598500000000001
166,1,0.000000000000000,166,large jellyfish,1989,11,14,30402,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.074999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,7,55434,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,29.074999999999999,-90.594999999999999
167,1,243.557401633974650,167,large jellyfish,1989,11,15,30404,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.016999999999999,-90.981999999999999,,,,,,,,,,,,,,,large jellyfish,1988,7,14,55424,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.016999999999999,-90.984499999999997
168,1,3060.921982958565900,168,large jellyfish,1989,11,17,30406,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.667000000000002,-93.332999999999998,,,,,,,,,,,,,,,large jellyfish,1993,7,8,55773,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.690000000000001,-93.315500000000000
169,1,3609.955724596802200,169,large jellyfish,1989,11,20,30409,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.413000000000000,-89.072000000000003,,,,,,,,,,,,,,,large jellyfish,1984,10,16,52525,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.384499999999999,-89.054000000000002
170,0,-1.000000000000000,170,large jellyfish,1989,11,20,30410,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.448000000000000,-89.159999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0,-1.000000000000000,171,large jellyfish,1989,11,20,30411,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.457000000000001,-89.203000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,573.086600011145720,172,large jellyfish,1982,6,15,30734,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.649999999999999,-93.650000000000006,,,,,,,,,,,,,,,large jellyfish,2005,7,13,82416,0.000000000000000,0.000000000000000,10.800000000000001,0.000000000000000,0.000000000000000,29.646000000000001,-93.653750000000002
173,1,2856.000056943139500,173,large jellyfish,1982,6,16,30737,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.500000000000000,-93.033000000000001,,,,,,,,,,,,,,,large jellyfish,2013,7,11,177887,0.000000000000000,0.000000000000000,14.400000000000000,0.000000000000000,0.000000000000000,29.493500000000001,-93.061499999999995
174,1,2522.174651388973900,174,large jellyfish,1982,6,16,30738,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.483000000000001,-93.016999999999996,,,,,,,,,,,,,,,large jellyfish,1993,7,7,21533,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,29.469000000000001,-93.037499999999994
175,1,2884.903453103725000,175,large jellyfish,1982,6,17,30739,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.317000000000000,-92.867000000000004,,,,,,,,,,,,,,,large jellyfish,1992,11,5,60595,0.000000000000000,0.000000000000000,17.699999999999999,0.000000000000000,0.000000000000000,29.314000000000000,-92.896500000000003
176,1,1320.778122661839000,176,large jellyfish,1982,6,17,30740,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.283000000000001,-92.867000000000004,,,,,,,,,,,,,,,large jellyfish,2009,11,2,205065,2.135511349375180,0.730344881486310,18.500000000000000,13.511380307496699,39.506959963440799,29.289999999999999,-92.878000000000000
177,1,1885.742220191025100,177,large jellyfish,1982,6,17,30741,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.266999999999999,-92.882999999999996,,,,,,,,,,,,,,,large jellyfish,2004,7,8,15211,0.000000000000000,0.000000000000000,18.100000000000001,0.000000000000000,0.000000000000000,29.282499999999999,-92.891000000000005
178,1,677.168211145819550,178,large jellyfish,1982,6,17,30743,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.167000000000002,-92.700000000000003,,,,,,,,,,,,,,,large jellyfish,1991,7,5,56020,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,29.161999999999999,-92.703999999999994
179,1,1150.101854713515200,179,large jellyfish,1982,6,18,30745,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.399999999999999,-92.500000000000000,,,,,,,,,,,,,,,large jellyfish,1987,11,12,36795,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,29.397500000000001,-92.511499999999998
180,1,589.377757381750830,180,large jellyfish,1982,6,18,30746,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.382999999999999,-92.533000000000001,,,,,,,,,,,,,,,large jellyfish,2017,10,31,215242,0.000000000000000,0.000000000000000,12.100000000000000,0.000000000000000,0.000000000000000,29.379000000000001,-92.528999999999996
181,1,656.359291720417790,181,large jellyfish,1982,6,18,30747,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.132999999999999,-92.349999999999994,,,,,,,,,,,,,,,large jellyfish,2001,11,4,38067,0.037561761539197,0.009140028641205,21.000000000000000,0.191940601465299,0.788796992323147,29.138500000000001,-92.352500000000006
182,1,997.921286690796480,182,large jellyfish,1982,6,18,30748,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.149999999999999,-92.299999999999997,,,,,,,,,,,,,,,large jellyfish,1992,7,7,62659,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,29.148000000000000,-92.290000000000006
183,1,1939.455488268721600,183,large jellyfish,1982,6,19,30749,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.100000000000001,-92.132999999999996,,,,,,,,,,,,,,,large jellyfish,2008,11,7,205855,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,29.092500000000001,-92.114999999999995
184,1,1461.283419645017600,184,large jellyfish,1982,6,19,30750,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.149999999999999,-92.000000000000000,,,,,,,,,,,,,,,large jellyfish,1990,7,12,55482,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.163000000000000,-92.002499999999998
185,1,1511.715796836366300,185,large jellyfish,1982,6,19,30751,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.033000000000001,-91.816999999999993,,,,,,,,,,,,,,,large jellyfish,1998,7,11,18123,0.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,29.036500000000000,-91.831999999999994
186,1,202.753222336700530,186,large jellyfish,1982,6,19,30754,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.917000000000002,-91.582999999999998,,,,,,,,,,,,,,,large jellyfish,2002,11,5,4009,0.000000000000000,0.000000000000000,19.000000000000000,0.000000000000000,0.000000000000000,28.917500000000000,-91.584999999999994
187,1,1874.576965733625500,187,large jellyfish,1982,6,19,30755,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.899999999999999,-91.582999999999998,,,,,,,,,,,,,,,large jellyfish,2012,10,28,203270,0.000000000000000,0.000000000000000,19.899999999999999,0.000000000000000,0.000000000000000,28.890000000000001,-91.598500000000001
188,1,1259.629781916083200,188,large jellyfish,1982,6,20,30757,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.800000000000001,-91.332999999999998,,,,,,,,,,,,,,,large jellyfish,2006,6,20,82944,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,28.808000000000000,-91.323835000000003
189,1,1096.845872905423000,189,large jellyfish,1982,6,22,30771,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.149999999999999,-93.349999999999994,,,,,,,,,,,,,,,large jellyfish,2009,7,2,205337,0.000000000000000,0.000000000000000,21.100000000000001,0.000000000000000,0.000000000000000,29.143500000000000,-93.358500000000006
190,1,738.330653249521450,190,large jellyfish,1982,6,22,30772,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.117000000000001,-93.332999999999998,,,,,,,,,,,,,,,large jellyfish,2011,10,19,203761,7.909301293982130,2.704981042541890,20.399999999999999,55.181613267854601,161.349746397235010,29.117999999999999,-93.340500000000006
191,1,328.871783450742500,191,large jellyfish,1982,6,23,30773,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.283000000000001,-93.917000000000002,,,,,,,,,,,,,,,large jellyfish,1991,11,1,37737,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,29.285000000000000,-93.914500000000004
192,1,836.963234799783440,192,large jellyfish,1982,6,23,30774,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.266999999999999,-93.917000000000002,,,,,,,,,,,,,,,large jellyfish,2004,7,7,15194,0.000000000000000,0.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,29.274500000000000,-93.915999999999997
193,1,877.984675163372460,193,large jellyfish,1982,6,23,30775,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.250000000000000,-93.917000000000002,,,,,,,,,,,,,,,large jellyfish,1998,7,7,18083,0.000000000000000,0.000000000000000,15.500000000000000,0.000000000000000,0.000000000000000,29.244499999999999,-93.910499999999999
194,1,1251.282954103114200,194,large jellyfish,1982,7,2,30806,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.000000000000000,-92.049999999999997,,,,,,,,,,,,,,,large jellyfish,2008,11,8,205856,0.000000000000000,0.000000000000000,21.199999999999999,0.000000000000000,0.000000000000000,29.006499999999999,-92.039500000000004
195,1,2576.657111158494400,195,large jellyfish,1982,7,4,30815,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.167000000000002,-93.966999999999999,,,,,,,,,,,,,,,large jellyfish,1997,7,5,58232,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.146999999999998,-93.953500000000005
196,1,672.110177520746110,196,large jellyfish,1982,7,4,30817,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.132999999999999,-94.000000000000000,,,,,,,,,,,,,,,large jellyfish,1998,7,6,18081,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.126999999999999,-93.998999999999995
197,0,-1.000000000000000,197,large jellyfish,1982,7,5,30819,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.132999999999999,-94.299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0,-1.000000000000000,198,large jellyfish,1982,7,5,30820,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.132999999999999,-94.332999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,
199,0,-1.000000000000000,199,large jellyfish,1982,7,5,30821,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.132999999999999,-94.349999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1,795.928598971630890,200,large jellyfish,1982,7,5,30822,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.283000000000001,-94.167000000000002,,,,,,,,,,,,,,,large jellyfish,2010,10,23,204486,3.080064446214190,1.053382040605250,29.100000000000001,30.653417381612801,89.629875384832900,29.277000000000001,-94.162499999999994
201,1,2378.120946422914600,201,large jellyfish,1982,7,5,30823,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.300000000000001,-94.183000000000007,,,,,,,,,,,,,,,large jellyfish,1992,6,29,62602,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,29.294000000000000,-94.159499999999994
202,1,2227.194063798906400,202,large jellyfish,1982,7,5,30824,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.433000000000000,-94.299999999999997,,,,,,,,,,,,,,,large jellyfish,2009,10,27,205025,16.807265249712000,5.748084715401510,14.699999999999999,84.496845316402201,247.066799170765990,29.419499999999999,-94.283000000000001
203,1,2070.251235945042900,203,large jellyfish,1982,7,6,30825,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.466999999999999,-94.316999999999993,,,,,,,,,,,,,,,large jellyfish,2016,6,19,211790,0.000000000000000,0.000000000000000,13.699999999999999,0.000000000000000,0.000000000000000,29.450500000000002,-94.326999999999998
204,1,2438.854567159915000,204,large jellyfish,1982,7,6,30826,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.417000000000002,-94.417000000000002,,,,,,,,,,,,,,,large jellyfish,2011,7,3,203975,0.000000000000000,0.000000000000000,13.199999999999999,0.000000000000000,0.000000000000000,29.396000000000001,-94.424499999999995
205,1,2279.826191099223300,205,large jellyfish,1982,7,6,30827,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.449999999999999,-94.417000000000002,,,,,,,,,,,,,,,large jellyfish,1990,10,28,62860,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,29.449999999999999,-94.393500000000003
206,0,-1.000000000000000,206,large jellyfish,1982,7,6,30828,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.500000000000000,-94.466999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1,941.243131619374940,207,large jellyfish,1982,6,30,30862,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.585000000000001,-97.171999999999997,,,,,,,,,,,,,,,large jellyfish,2007,10,20,86364,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,27.580500000000001,-97.180085000000005
208,1,582.092395816993190,208,large jellyfish,1982,6,30,30863,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.484999999999999,-97.212000000000003,,,,,,,,,,,,,,,large jellyfish,2000,10,19,85068,0.458160745687989,0.096828656542638,16.500000000000000,1.597672832953530,7.559652303851820,27.481999999999999,-97.207165000000003
209,1,435.320441657063270,209,large jellyfish,1982,7,1,30864,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.454999999999998,-97.177999999999997,,,,,,,,,,,,,,,large jellyfish,1992,6,22,62530,0.000000000000000,0.000000000000000,20.100000000000001,0.000000000000000,0.000000000000000,27.458500000000001,-97.180000000000007
210,1,648.587175207075690,210,large jellyfish,1982,6,8,30866,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.268000000000001,-87.561999999999998,,,,,,,,,,,,,,,large jellyfish,1988,6,16,34533,0.000000000000000,0.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,30.263000000000002,-87.565500000000000
211,1,446.029430690352800,211,large jellyfish,1982,6,8,30867,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.198000000000000,-88.081999999999994,,,,,,,,,,,,,,,large jellyfish,1990,11,13,36552,0.000000000000000,0.000000000000000,8.199999999999999,0.000000000000000,0.000000000000000,30.202000000000002,-88.081500000000005
212,1,483.435127090159030,212,large jellyfish,1982,6,8,30868,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.207000000000001,-88.307000000000002,,,,,,,,,,,,,,,large jellyfish,1991,6,3,2494,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.202999999999999,-88.305000000000007
213,0,-1.000000000000000,213,large jellyfish,1982,6,3,30869,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.324999999999999,-88.150000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,
214,0,-1.000000000000000,214,large jellyfish,1982,6,3,30870,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.315000000000001,-88.203000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0,-1.000000000000000,215,large jellyfish,1982,6,3,30871,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.372000000000000,-88.262000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
216,1,2516.918459033967800,216,large jellyfish,1982,6,3,30873,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.257999999999999,-88.212999999999994,,,,,,,,,,,,,,,large jellyfish,2007,10,9,142726,0.000000000000000,0.000000000000000,9.300000000000001,0.000000000000000,0.000000000000000,30.235499999999998,-88.216499999999996
217,1,2736.797717107716400,217,large jellyfish,1982,6,3,30874,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.270000000000000,-88.150000000000006,,,,,,,,,,,,,,,large jellyfish,2002,10,22,57326,0.021702351111536,0.007595822889038,7.000000000000000,0.053170760223264,0.151916457780754,30.245500000000000,-88.153499999999994
