"agg_grp"	"year"	"month"	"day"	"stationid"	"subregion_depth"	"subregion_alongshore"	"use_pop_den_no_m2"	"use_biomass_den_kg_m2"	"depth_m"	"biomass_den_kg_m3"	"pop_den_no_m3"	"decslat_ctr"	"decslon_ctr"
"large jellyfish"	1988	6	15	37141	"2_shelf"	"3_Fla"	0	0	84	0	0	29.4475	-87.644
"large jellyfish"	1988	6	15	37143	"2_shelf"	"3_Fla"	0	0	73.2	0	0	29.45	-87.759
"large jellyfish"	1988	6	15	37145	"2_shelf"	"3_Fla"	0	0	64	0	0	29.4635	-87.8835
"large jellyfish"	1988	6	15	37147	"2_shelf"	"2_Lou"	0	0	73.2	0	0	29.416	-88.0165
"large jellyfish"	1988	6	16	37149	"2_shelf"	"2_Lou"	0	0	48	0	0	29.5115	-88.0975
"large jellyfish"	1988	6	16	37151	"2_shelf"	"2_Lou"	0	0	109.7	0	0	29.2935	-88.1365
"large jellyfish"	1988	6	16	37153	"2_shelf"	"2_Lou"	0	0	91.4	0	0	29.31	-88.1945
"large jellyfish"	1988	6	16	37155	"2_shelf"	"2_Lou"	0	0	62.2	0	0	29.36	-88.378
"large jellyfish"	1988	6	16	37159	"2_shelf"	"2_Lou"	0	0	36.6	0	0	29.5075	-88.616
"large jellyfish"	1988	6	16	37161	"2_shelf"	"2_Lou"	0	0	40.2	0	0	29.4475	-88.6785
"large jellyfish"	1988	6	16	37163	"2_shelf"	"2_Lou"	0	0	30	0	0	29.4525	-88.717
"large jellyfish"	1988	6	17	37165	"2_shelf"	"2_Lou"	0	0	54.9	0	0	29.3285	-88.7885
"large jellyfish"	1988	6	17	37167	"2_shelf"	"2_Lou"	0	0	31.1	0	0	29.345	-88.8665
"large jellyfish"	1988	6	17	37169	"1_inshore"	"2_Lou"	0	0	18.3	0	0	29.3775	-88.955
"large jellyfish"	1988	6	17	37173	"2_shelf"	"2_Lou"	0	0	82.3	0	0	29.1785	-88.6505
"large jellyfish"	1988	6	17	37175	"2_shelf"	"2_Lou"	0	0	91.4	0	0	29.16	-88.6165
"large jellyfish"	1988	6	18	37177	"2_shelf"	"2_Lou"	0	0	109.7	0	0	29.111	-88.6815
"large jellyfish"	1988	6	19	37179	"2_shelf"	"1_Tex"	0	0	96	0	0	27.9435	-94.121
"large jellyfish"	1988	6	19	37181	"2_shelf"	"1_Tex"	0	0	109.7	0	0	27.9525	-94.1925
"large jellyfish"	1988	6	19	37183	"2_shelf"	"1_Tex"	0	0	80	0	0	28	-94.5825
"large jellyfish"	1988	6	19	37185	"2_shelf"	"1_Tex"	0	0	91.4	0	0	27.976	-95.191
"large jellyfish"	1988	6	19	37187	"2_shelf"	"1_Tex"	0	0	83	0	0	27.9875	-95.1565
"large jellyfish"	1988	6	19	37189	"2_shelf"	"1_Tex"	0	0	64	0	0	28.093	-94.999
"large jellyfish"	1988	6	20	37191	"2_shelf"	"1_Tex"	0	0	73.2	0	0	28.0535	-94.9975
"large jellyfish"	1988	6	20	37193	"2_shelf"	"1_Tex"	0	0	40.2	0	0	28.281	-95.325
"large jellyfish"	1988	6	20	37195	"2_shelf"	"1_Tex"	0	0	45.7	0	0	28.3065	-95.026
"large jellyfish"	1988	6	20	37197	"2_shelf"	"1_Tex"	0	0	51.2	0	0	28.233	-95.02
"large jellyfish"	1988	6	20	37203	"2_shelf"	"1_Tex"	0	0	28	0	0	28.673	-94.681
"large jellyfish"	1988	6	20	37205	"2_shelf"	"1_Tex"	0	0	31.1	0	0	28.615	-94.666
"large jellyfish"	1988	6	21	37207	"2_shelf"	"1_Tex"	0	0	25.6	0	0	28.8385	-94.2095
"large jellyfish"	1988	6	21	37209	"2_shelf"	"1_Tex"	0.00930100761922985	0.000418545342865343	24	0.0100450882287682	0.223224182861516	28.8685	-94.3615
"large jellyfish"	1988	6	22	37211	"1_inshore"	"1_Tex"	0	0	14.6	0	0	29.246	-94.6125
"large jellyfish"	1988	6	22	37215	"2_shelf"	"1_Tex"	0	0	36.6	0	0	28.527	-94.5165
"large jellyfish"	1988	6	23	37217	"2_shelf"	"1_Tex"	0	0	47.5	0	0	28.3195	-94.367
"large jellyfish"	1988	6	23	37223	"2_shelf"	"1_Tex"	0	0	32.9	0	0	28.6365	-94.02
"large jellyfish"	1988	6	23	37225	"2_shelf"	"1_Tex"	0	0	36.6	0	0	28.539	-94.4565
"large jellyfish"	1988	6	23	37227	"2_shelf"	"1_Tex"	0	0	27.4	0	0	28.65	-95.1365
"large jellyfish"	1988	6	23	37229	"2_shelf"	"1_Tex"	0	0	23.8	0	0	28.721	-95.139
"large jellyfish"	1988	6	24	37231	"2_shelf"	"1_Tex"	0	0	34.7	0	0	28.5075	-95
"large jellyfish"	1988	6	24	37233	"2_shelf"	"1_Tex"	0	0	45	0	0	28.285	-95.1275
"large jellyfish"	1988	6	24	37238	"2_shelf"	"1_Tex"	0	0	23.8	0	0	28.594	-95.4425
"large jellyfish"	1988	6	24	37240	"1_inshore"	"1_Tex"	3.34836274292275	0.0949260837618599	11	1.04418692138046	36.8319901721502	28.7625	-95.5375
"large jellyfish"	1988	6	24	37242	"2_shelf"	"1_Tex"	0.372040304769194	0.0105473426402067	25.6	0.270011971589292	9.52423180209137	28.5085	-95.5565
"large jellyfish"	1988	6	24	37244	"2_shelf"	"1_Tex"	0.0372040304769194	0.0013393450971691	21.9	0.0293316576280033	0.814768267444535	28.531	-95.632
"large jellyfish"	1988	6	24	37246	"1_inshore"	"1_Tex"	0.204622167623057	0.00422265745913035	18.3	0.0772746315020854	3.74458566750194	28.615	-95.5685
"large jellyfish"	1988	6	25	37248	"1_inshore"	"1_Tex"	1.79509447051136	0.116439314385139	16.5	1.92124868735479	29.6190587634374	28.5865	-95.7705
"large jellyfish"	1988	6	25	37250	"2_shelf"	"1_Tex"	0	0	20.1	0	0	28.424	-96.0085
"large jellyfish"	1988	6	25	37252	"2_shelf"	"1_Tex"	0.455749373342263	0.0103303191290913	31.1	0.321272924914739	14.1738055109444	28.4935	-96.126
"large jellyfish"	1988	6	25	37254	"2_shelf"	"1_Tex"	0.511555419057642	0.00193254269421776	20.1	0.038844108153777	10.2822639230586	28.4805	-95.837
"large jellyfish"	1988	6	25	37256	"2_shelf"	"1_Tex"	0.167418137146137	0.0063246851810763	31.1	0.196697709131473	5.20670406524486	28.2295	-95.8475
"large jellyfish"	1988	6	25	37258	"2_shelf"	"1_Tex"	0	0	36	0	0	28.192	-95.824
"large jellyfish"	1988	6	25	37260	"2_shelf"	"1_Tex"	0	0	41	0	0	28.1285	-95.796
"large jellyfish"	1988	6	25	37262	"2_shelf"	"1_Tex"	0	0	64	0	0	27.874	-96.0925
"large jellyfish"	1988	6	25	37264	"2_shelf"	"3_Fla"	0	0	109.7	0	0	NA	27.72
"large jellyfish"	1988	6	26	37266	"2_shelf"	"1_Tex"	0	0	82.3	0	0	27.8005	-95.572
"large jellyfish"	1988	6	26	37268	"2_shelf"	"1_Tex"	0	0	32.9	0	0	28.2075	-95.8455
"large jellyfish"	1988	6	26	37270	"2_shelf"	"1_Tex"	0	0	27.4	0	0	28.275	-95.9035
"large jellyfish"	1988	6	26	37272	"1_inshore"	"1_Tex"	0	0	12.8	0	0	28.3205	-96.3635
"large jellyfish"	1988	6	26	37274	"1_inshore"	"1_Tex"	0.465050380961493	0.00843601391064148	14.6	0.123165803095366	6.7897355620378	28.044	-96.7775
"large jellyfish"	1988	6	26	37276	"1_inshore"	"1_Tex"	0.176719144765367	0.0050144057327173	18.3	0.0917636249087266	3.23396034920622	27.9985	-96.7635
"large jellyfish"	1988	6	26	37278	"2_shelf"	"1_Tex"	0	0	23.8	0	0	27.981	-96.642
"large jellyfish"	1988	6	27	37282	"2_shelf"	"1_Tex"	0.0558060457153791	0.000846391693349917	29.3	0.0247992766151526	1.63511713946061	28.0975	-96.2835
"large jellyfish"	1988	6	27	37284	"1_inshore"	"1_Tex"	0	0	14.6	0	0	28.1415	-96.6675
"large jellyfish"	1988	6	27	37286	"2_shelf"	"1_Tex"	0	0	20.1	0	0	27.9535	-96.7615
"large jellyfish"	1988	6	27	37288	"2_shelf"	"1_Tex"	0	0	27.4	0	0	27.8385	-96.736
"large jellyfish"	1988	6	27	37290	"1_inshore"	"1_Tex"	0	0	11	0	0	27.9575	-96.95
"large jellyfish"	1988	6	27	37292	"1_inshore"	"1_Tex"	0	0	16.5	0	0	27.869	-96.9375
"large jellyfish"	1988	6	27	37294	"1_inshore"	"1_Tex"	0	0	18.3	0	0	27.733	-97.028
"large jellyfish"	1988	6	27	37296	"1_inshore"	"1_Tex"	0	0	11	0	0	27.7435	-97.099
"large jellyfish"	1988	6	27	37298	"2_shelf"	"1_Tex"	0	0	21.9	0	0	27.4045	-97.1765
"large jellyfish"	1988	6	27	37300	"1_inshore"	"1_Tex"	0	0	11	0	0	27.62	-97.1765
"large jellyfish"	1988	6	28	37303	"2_shelf"	"1_Tex"	0	0	25.6	0	0	27.601	-97.0025
"large jellyfish"	1988	6	28	37305	"2_shelf"	"1_Tex"	0	0	91.4	0	0	27.5465	-96.3725
"large jellyfish"	1988	6	28	37310	"2_shelf"	"1_Tex"	0	0	45.7	0	0	27.408	-96.855
"large jellyfish"	1988	6	28	37312	"2_shelf"	"1_Tex"	0	0	32.9	0	0	27.347	-97.02
"large jellyfish"	1988	6	28	37314	"2_shelf"	"1_Tex"	0	0	20.1	0	0	27.3025	-97.243
"large jellyfish"	1988	6	28	37316	"2_shelf"	"1_Tex"	0	0	21.9	0	0	27.235	-97.245
"large jellyfish"	1988	6	28	37318	"2_shelf"	"1_Tex"	0	0	23.8	0	0	27.2095	-97.2285
"large jellyfish"	1988	6	29	37320	"2_shelf"	"1_Tex"	0	0	54.9	0	0	27.2475	-96.872
"large jellyfish"	1988	6	29	37322	"2_shelf"	"1_Tex"	0	0	102.4	0	0	27.036	-96.605
"large jellyfish"	1988	6	29	37327	"2_shelf"	"1_Tex"	0	0	64	0	0	26.9965	-96.8515
"large jellyfish"	1988	6	29	37329	"2_shelf"	"1_Tex"	0	0	40.2	0	0	27.146	-97.0115
"large jellyfish"	1988	6	29	37331	"1_inshore"	"1_Tex"	0	0	14.6	0	0	27.0695	-97.3415
"large jellyfish"	1988	6	29	37333	"2_shelf"	"1_Tex"	0	0	36.6	0	0	27.034	-97.0565
"large jellyfish"	1988	6	29	37336	"2_shelf"	"1_Tex"	0	0	31.1	0	0	27.0475	-97.136
"large jellyfish"	1988	6	30	37338	"2_shelf"	"1_Tex"	0	0	64	0	0	26.9725	-96.8515
"large jellyfish"	1988	6	30	37340	"2_shelf"	"1_Tex"	0	0	45.7	0	0	26.8325	-96.979
"large jellyfish"	1988	6	30	37342	"2_shelf"	"1_Tex"	0	0	36.6	0	0	26.773	-97.048
"large jellyfish"	1988	6	30	37344	"2_shelf"	"1_Tex"	0	0	31.1	0	0	26.9145	-97.152
"large jellyfish"	1988	6	30	37346	"2_shelf"	"1_Tex"	0	0	106.1	0	0	26.826	-96.6105
"large jellyfish"	1988	6	30	37350	"2_shelf"	"1_Tex"	0	0	73.2	0	0	26.7565	-96.754
"large jellyfish"	1988	6	30	37352	"2_shelf"	"1_Tex"	0	0	54.9	0	0	26.625	-96.825
"large jellyfish"	1988	6	30	37354	"2_shelf"	"1_Tex"	0	0	34.7	0	0	26.7855	-97.074
"large jellyfish"	1988	6	30	37356	"2_shelf"	"1_Tex"	0	0	29.3	0	0	26.7515	-97.154
"large jellyfish"	1988	7	1	37358	"1_inshore"	"1_Tex"	0	0	16.5	0	0	26.774	-97.3025
"large jellyfish"	1988	7	1	37360	"1_inshore"	"1_Tex"	0	0	14.6	0	0	26.5935	-97.263
"large jellyfish"	1988	7	1	37362	"2_shelf"	"1_Tex"	0	0	27.4	0	0	26.5125	-97.0715
"large jellyfish"	1988	7	1	37364	"2_shelf"	"1_Tex"	0	0	82.3	0	0	26.4515	-96.4705
"large jellyfish"	1988	7	1	37366	"2_shelf"	"1_Tex"	0	0	29.3	0	0	26.2595	-97.0075
"large jellyfish"	1988	7	1	37368	"2_shelf"	"1_Tex"	0	0	26	0	0	26.234	-97.026
"large jellyfish"	1988	7	1	37370	"2_shelf"	"1_Tex"	0	0	34.7	0	0	26.375	-96.972
"large jellyfish"	1988	7	1	37375	"2_shelf"	"1_Tex"	0	0	33	0	0	26.4775	-97.0235
"large jellyfish"	1988	7	2	37377	"1_inshore"	"1_Tex"	0	0	16	0	0	26.3225	-97.165
"large jellyfish"	1988	7	2	37379	"1_inshore"	"1_Tex"	0	0	18.3	0	0	26.126	-97.121
"large jellyfish"	1988	7	2	37382	"2_shelf"	"1_Tex"	0	0	73.2	0	0	26.1035	-96.4485
"large jellyfish"	1988	7	3	37384	"2_shelf"	"1_Tex"	0	0	82.3	0	0	26.2075	-96.391
"large jellyfish"	1988	7	4	37388	"1_inshore"	"1_Tex"	0	0	11	0	0	29.579	-94.091
"large jellyfish"	1988	7	5	37392	"1_inshore"	"2_Lou"	0	0	11	0	0	29.5825	-93.9245
"large jellyfish"	1988	7	6	37394	"1_inshore"	"2_Lou"	0.604565495249941	0.0063246851810763	14.6	0.092340403643714	8.82665623064914	29.316	-93.8635
"large jellyfish"	1988	7	6	37396	"1_inshore"	"2_Lou"	0.167418137146137	0.00236478118718919	18.3	0.0432754957255622	3.06375190977431	29.1015	-93.8765
"large jellyfish"	1988	7	6	37401	"2_shelf"	"2_Lou"	0	0	23.8	0	0	28.93	-93.941
"large jellyfish"	1988	7	6	37404	"2_shelf"	"2_Lou"	0	0	45.7	0	0	28.4925	-93.683
"large jellyfish"	1988	7	6	37407	"2_shelf"	"2_Lou"	0	0	51.2	0	0	28.4415	-93.3725
"large jellyfish"	1988	7	7	37411	"2_shelf"	"2_Lou"	0	0	40.2	0	0	28.525	-93.235
"large jellyfish"	1988	7	7	37415	"2_shelf"	"2_Lou"	0	0	32.9	0	0	28.6665	-93.515
"large jellyfish"	1988	7	7	37417	"2_shelf"	"2_Lou"	0	0	29.3	0	0	28.77	-93.4275
"large jellyfish"	1988	7	7	37419	"2_shelf"	"2_Lou"	0	0	32.9	0	0	28.6935	-93.3565
"large jellyfish"	1988	7	7	37421	"2_shelf"	"2_Lou"	0	0	36.6	0	0	28.645	-93.255
"large jellyfish"	1988	7	7	37423	"2_shelf"	"2_Lou"	0	0	40.2	0	0	28.5875	-92.819
"large jellyfish"	1988	7	7	37425	"2_shelf"	"2_Lou"	0	0	91.4	0	0	28.1055	-92.4485
"large jellyfish"	1988	7	7	37427	"2_shelf"	"2_Lou"	0	0	84.1	0	0	28.139	-92.698
"large jellyfish"	1988	7	8	37431	"2_shelf"	"2_Lou"	0	0	69.5	0	0	28.215	-92.983
"large jellyfish"	1988	7	8	37437	"2_shelf"	"2_Lou"	0	0	98.8	0	0	27.974	-92.7065
"large jellyfish"	1988	7	8	37443	"2_shelf"	"2_Lou"	0	0	71	0	0	28.114	-94.001
"large jellyfish"	1988	7	8	37445	"2_shelf"	"2_Lou"	0	0	102.4	0	0	27.965	-93.7025
"large jellyfish"	1988	7	9	37449	"2_shelf"	"2_Lou"	0	0	68	0	0	28.262	-93.029
"large jellyfish"	1988	7	9	37451	"2_shelf"	"2_Lou"	0	0	91.4	0	0	28.094	-92.843
"large jellyfish"	1988	7	9	37453	"2_shelf"	"2_Lou"	0	0	82.3	0	0	28.1475	-92.6535
"large jellyfish"	1988	7	9	37455	"2_shelf"	"2_Lou"	0	0	49.4	0	0	28.45	-92.9065
"large jellyfish"	1988	7	10	37457	"2_shelf"	"2_Lou"	0	0	36.6	0	0	28.586	-93.774
"large jellyfish"	1988	7	10	37459	"2_shelf"	"2_Lou"	0	0	31.1	0	0	28.6555	-93.871
"large jellyfish"	1988	7	10	37461	"2_shelf"	"2_Lou"	0	0	25.6	0	0	28.8475	-93.291
"large jellyfish"	1988	7	10	37463	"2_shelf"	"2_Lou"	0	0	20.1	0	0	29.1555	-93.267
"large jellyfish"	1988	7	10	37465	"2_shelf"	"2_Lou"	0	0	31.1	0	0	29.262	-93.262
"large jellyfish"	1988	7	10	37467	"1_inshore"	"2_Lou"	0	0	14.6	0	0	29.353	-93.734
"large jellyfish"	1988	7	10	37469	"1_inshore"	"2_Lou"	0	0	16.5	0	0	29.362	-93.3065
"large jellyfish"	1988	7	11	37471	"2_shelf"	"2_Lou"	0	0	45.7	0	0	29.1075	-92.929
"large jellyfish"	1988	7	11	37473	"1_inshore"	"2_Lou"	0	0	12.8	0	0	29.59	-93.2075
"large jellyfish"	1988	7	11	37475	"1_inshore"	"2_Lou"	0	0	11	0	0	29.6255	-93.065
"large jellyfish"	1988	7	11	37477	"2_shelf"	"2_Lou"	0	0	40.2	0	0	29.1395	-92.667
"large jellyfish"	1988	7	11	37479	"2_shelf"	"2_Lou"	0	0	27.4	0	0	28.9135	-92.676
"large jellyfish"	1988	7	11	37481	"2_shelf"	"2_Lou"	0	0	27.4	0	0	28.915	-92.635
"large jellyfish"	1988	7	12	37483	"2_shelf"	"2_Lou"	0	0	21.9	0	0	29.1775	-92.7205
"large jellyfish"	1988	7	12	37485	"1_inshore"	"2_Lou"	0	0	18.3	0	0	29.117	-92.337
"large jellyfish"	1988	7	12	37487	"1_inshore"	"2_Lou"	0	0	16.5	0	0	29.0865	-92.081
"large jellyfish"	1988	7	12	37489	"2_shelf"	"2_Lou"	0	0	25.6	0	0	29.0105	-92.4425
"large jellyfish"	1988	7	12	37491	"2_shelf"	"2_Lou"	0	0	34.7	0	0	28.796	-92.3045
"large jellyfish"	1988	7	12	37493	"2_shelf"	"2_Lou"	0	0	30	0	0	28.792	-92
"large jellyfish"	1988	7	12	37494	"2_shelf"	"2_Lou"	0	0	29.3	0	0	28.874	-92.2195
"large jellyfish"	1988	7	12	37496	"2_shelf"	"2_Lou"	0	0	35	0	0	28.769	-92.158
"large jellyfish"	1988	7	13	37498	"2_shelf"	"2_Lou"	0	0	45.7	0	0	28.596	-91.989
"large jellyfish"	1988	7	13	37500	"2_shelf"	"2_Lou"	0	0	34.7	0	0	28.6495	-91.6975
"large jellyfish"	1988	7	13	37502	"2_shelf"	"2_Lou"	0	0	40.2	0	0	28.479	-91.144
"large jellyfish"	1988	7	13	37504	"2_shelf"	"2_Lou"	0	0	82.3	0	0	28.218	-90.784
"large jellyfish"	1988	7	13	37506	"2_shelf"	"2_Lou"	0	0	51.2	0	0	28.5375	-90.2485
"large jellyfish"	1988	7	13	37508	"2_shelf"	"2_Lou"	0	0	53	0	0	28.4365	-90.325
"large jellyfish"	1988	7	14	37510	"2_shelf"	"2_Lou"	0	0	71.3	0	0	28.451	-90.062
"large jellyfish"	1988	7	14	37512	"2_shelf"	"2_Lou"	0	0	104.2	0	0	28.669	-89.6735
"large jellyfish"	1988	7	14	37514	"2_shelf"	"2_Lou"	0	0	64	0	0	28.8	-89.8195
"large jellyfish"	1988	7	14	37516	"2_shelf"	"2_Lou"	0	0	46	0	0	28.8885	-89.88
"large jellyfish"	1988	7	14	37518	"2_shelf"	"2_Lou"	0	0	36.6	0	0	29.0225	-89.795
"large jellyfish"	1988	7	14	37520	"2_shelf"	"2_Lou"	0	0	24	0	0	29.096	-89.8685
"large jellyfish"	1999	11	8	37522	"1_inshore"	"1_Tex"	0	0	7.3	0	0	26.079	-97.146
"large jellyfish"	1999	11	8	37523	"1_inshore"	"1_Tex"	0	0	14.3	0	0	25.9535	-97.1105
"large jellyfish"	1999	11	8	37524	"2_shelf"	"1_Tex"	0	0	26.7	0	0	25.9925	-96.9935
"large jellyfish"	1999	11	8	37525	"2_shelf"	"1_Tex"	0	0	20.5	0	0	26.0215	-97.0605
"large jellyfish"	1999	11	8	37526	"1_inshore"	"1_Tex"	0	0	18.1	0	0	26.1455	-97.0795
"large jellyfish"	1999	11	8	37527	"1_inshore"	"1_Tex"	0	0	17.9	0	0	26.158	-97.0775
"large jellyfish"	1999	11	8	37528	"1_inshore"	"1_Tex"	0	0	18.8	0	0	26.179	-97.061
"large jellyfish"	1999	11	8	37529	"1_inshore"	"1_Tex"	0	0	15.7	0	0	26.1225	-97.1285
"large jellyfish"	1999	11	18	37530	"1_inshore"	"1_Tex"	0	0	17.7	0	0	26.171	-97.0955
"large jellyfish"	1999	11	18	37531	"1_inshore"	"1_Tex"	0	0	17.7	0	0	26.197	-97.0765
"large jellyfish"	1999	11	18	37532	"1_inshore"	"1_Tex"	0	0	19.2	0	0	26.21	-97.061
"large jellyfish"	1999	11	18	37533	"1_inshore"	"1_Tex"	0	0	18.8	0	0	26.247	-97.0575
"large jellyfish"	1999	11	18	37534	"1_inshore"	"1_Tex"	0	0	18.8	0	0	26.257	-97.0785
"large jellyfish"	1999	11	18	37535	"1_inshore"	"1_Tex"	0	0	17.7	0	0	26.265	-97.094
"large jellyfish"	1999	11	18	37536	"2_shelf"	"1_Tex"	0	0	23.2	0	0	26.357	-97.046
"large jellyfish"	1999	11	18	37537	"1_inshore"	"1_Tex"	0	0	17	0	0	26.361	-97.1105
"large jellyfish"	1991	10	11	37538	"1_inshore"	"2_Lou"	0	0	17.4	0	0	30.128	-88.14
"large jellyfish"	1991	10	12	37554	"1_inshore"	"2_Lou"	0	0	16.6	0	0	30.1265	-88.14
"large jellyfish"	1991	10	14	37578	"2_shelf"	"1_Tex"	0	0	91.4	0	0	26.4985	-96.469
"large jellyfish"	1991	10	14	37579	"2_shelf"	"1_Tex"	0	0	80.5	0	0	26.416	-96.449
"large jellyfish"	1991	10	15	37581	"2_shelf"	"1_Tex"	0	0	73.2	0	0	26.2105	-96.44
"large jellyfish"	1991	10	15	37582	"2_shelf"	"1_Tex"	0.0325535266673045	0.00325535266673045	59.4	0.193367948403789	1.93367948403789	26.0375	-96.557
"large jellyfish"	1991	10	15	37584	"2_shelf"	"1_Tex"	0.0434047022230727	0.00434047022230727	109.7	0.476149583387108	4.76149583387108	26.025	-96.379
"large jellyfish"	1991	10	15	37585	"2_shelf"	"1_Tex"	0	0	92	0	0	26.0665	-96.4
"large jellyfish"	1991	10	15	37586	"2_shelf"	"1_Tex"	0	0	64	0	0	26.199	-96.508
"large jellyfish"	1991	10	15	37588	"2_shelf"	"1_Tex"	0	0	73.2	0	0	26.299	-96.4585
"large jellyfish"	1991	10	15	37589	"2_shelf"	"1_Tex"	0	0	36.6	0	0	26.1465	-96.905
"large jellyfish"	1991	10	15	37591	"2_shelf"	"1_Tex"	0	0	43	0	0	26.43	-96.819
"large jellyfish"	1991	10	16	37593	"2_shelf"	"1_Tex"	0.0108511755557682	0.000542558777788408	29.3	0.0158969721892004	0.317939443784008	26.509	-97.0635
"large jellyfish"	1991	10	16	37594	"2_shelf"	"1_Tex"	0.0108511755557682	0.000434047022230727	35	0.0151916457780754	0.379791144451887	26.33	-96.955
"large jellyfish"	1991	10	16	37595	"2_shelf"	"1_Tex"	0	0	25.6	0	0	26.331	-97.038
"large jellyfish"	1991	10	16	37596	"1_inshore"	"1_Tex"	0.792135815571076	0.0835540517794149	20	1.6710810355883	15.8427163114215	26.479	-97.1825
"large jellyfish"	1991	10	16	37597	"1_inshore"	"1_Tex"	0.607665831123017	0.0466600548898031	16.5	0.769890905681751	10.0264862135298	26.6965	-97.2825
"large jellyfish"	1991	10	16	37598	"2_shelf"	"1_Tex"	0.173618808892291	0.011936293111345	20.1	0.239919491538035	3.48973805873505	26.726	-97.2345
"large jellyfish"	1991	10	16	37599	"2_shelf"	"1_Tex"	0	0	32.9	0	0	26.671	-97.0925
"large jellyfish"	1991	10	16	37600	"1_inshore"	"1_Tex"	0.0108511755557682	0.00217023511115363	14.6	0.031685432622843	0.158427163114216	26.549	-97.238
"large jellyfish"	1991	10	16	37601	"2_shelf"	"1_Tex"	0	0	25.6	0	0	26.7035	-97.166
"large jellyfish"	1991	10	16	37602	"2_shelf"	"1_Tex"	0	0	54.9	0	0	26.689	-96.862
"large jellyfish"	1991	10	17	37603	"2_shelf"	"1_Tex"	0	0	102.4	0	0	26.7515	-96.6
"large jellyfish"	1991	10	17	37606	"2_shelf"	"1_Tex"	0	0	82.3	0	0	26.925	-96.7325
"large jellyfish"	1991	10	17	37608	"2_shelf"	"1_Tex"	0	0	31.1	0	0	27.1175	-97.125
"large jellyfish"	1991	10	17	37609	"1_inshore"	"1_Tex"	0.705326411124931	0.123703401335757	11	1.36073741469333	7.75859052237424	27.2425	-97.335
"large jellyfish"	1991	10	17	37610	"2_shelf"	"1_Tex"	0.314684091117277	0.0157342045558638	23.8	0.374474068429558	7.48948136859119	27.353	-97.181
"large jellyfish"	1991	10	17	37611	"2_shelf"	"1_Tex"	0	0	31.1	0	0	27.0525	-97.1375
"large jellyfish"	1991	10	17	37612	"2_shelf"	"1_Tex"	0	0	20.1	0	0	27.2	-97.2775
"large jellyfish"	1991	10	18	37613	"2_shelf"	"1_Tex"	0.0325535266673045	0.00217023511115363	21.9	0.0475281489342645	0.712922234013969	27.5825	-97.0855
"large jellyfish"	1991	10	18	37614	"2_shelf"	"3_Fla"	0.065107053334609	0.0065107053334609	23.8	0.154954786936369	1.54954786936369	26651.46	27.562
"large jellyfish"	1991	10	18	37615	"1_inshore"	"1_Tex"	0.455749373342263	0.0911498746684526	16.5	1.50397293202947	7.51986466014734	27.825	-96.9775
"large jellyfish"	1991	10	18	37616	"2_shelf"	"1_Tex"	0	0	27.4	0	0	27.7455	-96.83
"large jellyfish"	1991	10	18	37617	"2_shelf"	"1_Tex"	0	0	32.9	0	0	27.729	-96.744
"large jellyfish"	1991	10	18	37618	"2_shelf"	"1_Tex"	0	0	27.4	0	0	27.69	-96.884
"large jellyfish"	1991	10	18	37619	"2_shelf"	"1_Tex"	0	0	36.6	0	0	27.598	-96.8115
"large jellyfish"	1991	10	19	37620	"1_inshore"	"1_Tex"	0.0542558777788408	0.00361705851858939	18.3	0.0661921708901858	0.992882563352787	27.3975	-97.2285
"large jellyfish"	1991	10	19	37621	"1_inshore"	"1_Tex"	0.336386442228813	0.00759582288903771	11	0.0835540517794148	3.70025086451694	27.36	-97.3035
"large jellyfish"	1991	10	19	37622	"1_inshore"	"1_Tex"	1.37809929558256	0.168434358348979	12.8	2.15595978686693	17.6396709834568	27.296	-97.317
"large jellyfish"	1991	10	19	37623	"2_shelf"	"1_Tex"	0	0	54.9	0	0	27.27	-96.8585
"large jellyfish"	1991	10	19	37624	"2_shelf"	"1_Tex"	0	0	45.7	0	0	27.404	-96.855
"large jellyfish"	1991	10	19	37626	"2_shelf"	"1_Tex"	0.683624060013394	0.111767108224412	21.9	2.44769967011462	14.9713669142933	27.4615	-97.154
"large jellyfish"	1991	10	19	37627	"1_inshore"	"1_Tex"	9.73350447352404	1.74276080097383	14.6	25.4443076942179	142.109165313451	27.5725	-97.1825
"large jellyfish"	1991	10	19	37628	"1_inshore"	"1_Tex"	9.33201097796062	2.32694299710187	12.8	29.7848703629039	119.449740517896	27.6845	-97.1375
"large jellyfish"	1991	10	19	37629	"2_shelf"	"1_Tex"	0	0	40.2	0	0	27.86	-96.489
"large jellyfish"	1991	10	19	37630	"2_shelf"	"1_Tex"	0	0	34.7	0	0	27.938	-96.4425
"large jellyfish"	1991	10	20	37631	"2_shelf"	"1_Tex"	0.0108511755557682	0.00108511755557682	31.1	0.0337471559784391	0.337471559784391	28.005	-96.4145
"large jellyfish"	1991	10	20	37632	"2_shelf"	"1_Tex"	0	0	25.6	0	0	28.0475	-96.504
"large jellyfish"	1991	10	20	37633	"1_inshore"	"1_Tex"	7.14007351569545	1.8849794081436	12.8	24.1277364242381	91.3929410009018	28.1635	-96.687
"large jellyfish"	1991	10	20	37634	"1_inshore"	"1_Tex"	2.73449624005358	0.795860845985742	16.5	13.1317039587647	45.1191879608841	28.177	-96.5415
