"cell_id","decslat_cell_ctr","decslon_cell_ctr","year","taxa_grp","pop_mean_no_m3","pop_var_no_m3","n_obs"
68,28.2361291936,-84.1130000002,2013,"Aurelia_spp",0,0,2
68,28.2361291936,-84.1130000002,2014,"Aurelia_spp",8.05142155160838,28.4755599941994,9
68,28.2361291936,-84.1130000002,2015,"Aurelia_spp",157.796633807451,9228.19392391158,9
68,28.2361291936,-84.1130000002,2016,"Aurelia_spp",0,0,4
68,28.2361291936,-84.1130000002,2017,"Aurelia_spp",0,0,6
69,28.2361291936,-83.6129999998,2012,"Aurelia_spp",0,0,8
69,28.2361291936,-83.6129999998,2013,"Aurelia_spp",0,0,2
69,28.2361291936,-83.6129999998,2014,"Aurelia_spp",46.714310767582,2182.22683049023,5
69,28.2361291936,-83.6129999998,2015,"Aurelia_spp",221.862025328084,35533.5261682111,5
69,28.2361291936,-83.6129999998,2016,"Aurelia_spp",0,0,5
69,28.2361291936,-83.6129999998,2017,"Aurelia_spp",625.971764285598,391840.649682825,6
70,28.2361291936,-83.1130000001,2012,"Aurelia_spp",0,0,7
70,28.2361291936,-83.1130000001,2013,"Aurelia_spp",90.759232348445,8237.23825647902,3
70,28.2361291936,-83.1130000001,2014,"Aurelia_spp",0,0,6
70,28.2361291936,-83.1130000001,2015,"Aurelia_spp",2.20669506102102,4.86950309233456,5
70,28.2361291936,-83.1130000001,2016,"Aurelia_spp",0,0,2
70,28.2361291936,-83.1130000001,2017,"Aurelia_spp",2437.1612152461,2957771.59505973,5
71,28.3163550591,-82.799273042,2013,"Aurelia_spp",0,0,1
71,28.3163550591,-82.799273042,2014,"Aurelia_spp",0,0,1
72,28.5389233878,-95.9894472422,2012,"Aurelia_spp",0,0,3
72,28.5389233878,-95.9894472422,2013,"Aurelia_spp",562.066587155547,31591.8848396684,6
72,28.5389233878,-95.9894472422,2014,"Aurelia_spp",0,0,4
72,28.5389233878,-95.9894472422,2015,"Aurelia_spp",0,0,1
73,28.6353864867,-95.5749789612,2012,"Aurelia_spp",21.641119478043,468.338052262934,4
73,28.6353864867,-95.5749789612,2013,"Aurelia_spp",3267.33236454402,10675460.7803968,1
73,28.6353864867,-95.5749789612,2014,"Aurelia_spp",0,0,3
73,28.6353864867,-95.5749789612,2015,"Aurelia_spp",7.21723743075868,52.0885161319442,6
73,28.6353864867,-95.5749789612,2016,"Aurelia_spp",35.262301602337,1243.42991429418,3
73,28.6353864867,-95.5749789612,2017,"Aurelia_spp",191.783654730764,11753.2976525287,9
74,28.7303963645,-95.1076760923,2012,"Aurelia_spp",0,0,3
74,28.7303963645,-95.1076760923,2013,"Aurelia_spp",0,0,3
74,28.7303963645,-95.1076760923,2014,"Aurelia_spp",14.632207393867,214.101493217135,5
74,28.7303963645,-95.1076760923,2015,"Aurelia_spp",0,0,8
74,28.7303963645,-95.1076760923,2016,"Aurelia_spp",54.4841400074961,2080.50697572079,8
74,28.7303963645,-95.1076760923,2017,"Aurelia_spp",0,0,9
75,28.7361218866,-94.6129999999,2012,"Aurelia_spp",0,0,5
75,28.7361218866,-94.6129999999,2013,"Aurelia_spp",24.1480855131892,349.831346949623,8
75,28.7361218866,-94.6129999999,2014,"Aurelia_spp",0,0,4
75,28.7361218866,-94.6129999999,2015,"Aurelia_spp",0,0,8
75,28.7361218866,-94.6129999999,2016,"Aurelia_spp",63.0290497987337,2563.8945119906,6
75,28.7361218866,-94.6129999999,2017,"Aurelia_spp",89.444247078671,2100.05872334554,9
76,28.7360067035,-94.112999866,2012,"Aurelia_spp",0,0,11
76,28.7360067035,-94.112999866,2013,"Aurelia_spp",202.977269535517,8003.51422105643,4
76,28.7360067035,-94.112999866,2014,"Aurelia_spp",58.7759952409047,3454.61761655885,10
76,28.7360067035,-94.112999866,2015,"Aurelia_spp",0,0,9
76,28.7360067035,-94.112999866,2016,"Aurelia_spp",0,0,7
76,28.7360067035,-94.112999866,2017,"Aurelia_spp",8.52151163452593,72.6161605373609,6
77,28.736121887,-93.6129999997,2012,"Aurelia_spp",0,0,11
77,28.736121887,-93.6129999997,2013,"Aurelia_spp",107.777191723254,3414.41315202747,6
77,28.736121887,-93.6129999997,2014,"Aurelia_spp",0,0,7
77,28.736121887,-93.6129999997,2015,"Aurelia_spp",29.185321774794,851.783007098265,5
77,28.736121887,-93.6129999997,2016,"Aurelia_spp",0,0,7
77,28.736121887,-93.6129999997,2017,"Aurelia_spp",104.765540226452,8091.65764892968,10
78,28.7360071107,-93.1129998277,2012,"Aurelia_spp",0,0,9
78,28.7360071107,-93.1129998277,2013,"Aurelia_spp",2865.14439374503,8209052.39700855,3
78,28.7360071107,-93.1129998277,2014,"Aurelia_spp",29.5823078589727,538.604146429041,10
78,28.7360071107,-93.1129998277,2015,"Aurelia_spp",0,0,6
78,28.7360071107,-93.1129998277,2016,"Aurelia_spp",67.7453626110943,3209.25301587834,9
78,28.7360071107,-93.1129998277,2017,"Aurelia_spp",48.3885186376406,999.583966798216,7
79,28.736121887,-92.6129999999,2012,"Aurelia_spp",0,0,5
79,28.736121887,-92.6129999999,2013,"Aurelia_spp",41.2941639574053,628.698433396498,5
79,28.736121887,-92.6129999999,2014,"Aurelia_spp",0,0,11
79,28.736121887,-92.6129999999,2015,"Aurelia_spp",0,0,7
79,28.736121887,-92.6129999999,2016,"Aurelia_spp",230.069080553357,49995.0986423121,5
79,28.736121887,-92.6129999999,2017,"Aurelia_spp",0,0,8
80,28.7360064908,-92.1129998488,2012,"Aurelia_spp",0,0,11
80,28.7360064908,-92.1129998488,2013,"Aurelia_spp",384.392042887531,147757.242635249,1
80,28.7360064908,-92.1129998488,2014,"Aurelia_spp",0,0,7
80,28.7360064908,-92.1129998488,2015,"Aurelia_spp",0,0,8
80,28.7360064908,-92.1129998488,2016,"Aurelia_spp",33.5912969268729,587.681769971881,8
80,28.7360064908,-92.1129998488,2017,"Aurelia_spp",0,0,7
81,28.7361218867,-91.6130000005,2012,"Aurelia_spp",0,0,9
81,28.7361218867,-91.6130000005,2013,"Aurelia_spp",739.834690169641,278626.581086125,9
81,28.7361218867,-91.6130000005,2014,"Aurelia_spp",0,0,9
81,28.7361218867,-91.6130000005,2015,"Aurelia_spp",0,0,8
81,28.7361218867,-91.6130000005,2016,"Aurelia_spp",0,0,8
81,28.7361218867,-91.6130000005,2017,"Aurelia_spp",0,0,6
82,28.7360076815,-91.1129998588,2012,"Aurelia_spp",0,0,8
82,28.7360076815,-91.1129998588,2013,"Aurelia_spp",2488.52323937883,6192747.91292851,3
82,28.7360076815,-91.1129998588,2014,"Aurelia_spp",534.081219377069,285242.748891296,7
82,28.7360076815,-91.1129998588,2015,"Aurelia_spp",0.793401786052582,0.629486394111428,12
82,28.7360076815,-91.1129998588,2016,"Aurelia_spp",328.66341017403,108019.637187223,5
82,28.7360076815,-91.1129998588,2017,"Aurelia_spp",0,0,5
83,28.7361218873,-90.6130000001,2012,"Aurelia_spp",8.20036358160067,67.2459628704426,10
83,28.7361218873,-90.6130000001,2013,"Aurelia_spp",266.06243172909,26258.8283851605,9
83,28.7361218873,-90.6130000001,2014,"Aurelia_spp",5.38731272228737,29.0231383677194,11
83,28.7361218873,-90.6130000001,2015,"Aurelia_spp",0,0,6
83,28.7361218873,-90.6130000001,2016,"Aurelia_spp",45.7210360230964,832.517258176527,10
83,28.7361218873,-90.6130000001,2017,"Aurelia_spp",11.626294399452,47.9095429702864,8
84,28.7376102518,-90.1142066553,2012,"Aurelia_spp",0,0,7
84,28.7376102518,-90.1142066553,2013,"Aurelia_spp",24.9282815908313,269.43303370879,7
84,28.7376102518,-90.1142066553,2014,"Aurelia_spp",7.20735080414126,51.9459056139557,5
84,28.7376102518,-90.1142066553,2015,"Aurelia_spp",0,0,5
84,28.7376102518,-90.1142066553,2016,"Aurelia_spp",315.518066555112,40052.100029706,5
84,28.7376102518,-90.1142066553,2017,"Aurelia_spp",0,0,7
85,28.7409520787,-89.6149927595,2012,"Aurelia_spp",0,0,6
85,28.7409520787,-89.6149927595,2013,"Aurelia_spp",39.1528353495574,588.605847986201,4
85,28.7409520787,-89.6149927595,2014,"Aurelia_spp",89.9727158916437,8095.08960491844,4
85,28.7409520787,-89.6149927595,2015,"Aurelia_spp",0,0,5
85,28.7409520787,-89.6149927595,2016,"Aurelia_spp",0,0,3
85,28.7409520787,-89.6149927595,2017,"Aurelia_spp",0,0,5
86,28.7433776954,-89.1797051282,2012,"Aurelia_spp",0,0,1
86,28.7433776954,-89.1797051282,2013,"Aurelia_spp",0,0,1
86,28.7433776954,-89.1797051282,2014,"Aurelia_spp",0,0,4
86,28.7433776954,-89.1797051282,2015,"Aurelia_spp",31.8843708413654,1016.61310394972,2
86,28.7433776954,-89.1797051282,2016,"Aurelia_spp",0,0,1
86,28.7433776954,-89.1797051282,2017,"Aurelia_spp",0,0,1
87,28.7424794592,-85.4311787311,2013,"Aurelia_spp",0,0,1
87,28.7424794592,-85.4311787311,2014,"Aurelia_spp",495.989732758105,246005.815001456,1
88,28.7413233501,-85.1115021409,2012,"Aurelia_spp",0,0,4
88,28.7413233501,-85.1115021409,2013,"Aurelia_spp",0,0,2
88,28.7413233501,-85.1115021409,2014,"Aurelia_spp",339.184126387742,44058.9141522625,6
88,28.7413233501,-85.1115021409,2015,"Aurelia_spp",0,0,1
88,28.7413233501,-85.1115021409,2016,"Aurelia_spp",0,0,6
88,28.7413233501,-85.1115021409,2017,"Aurelia_spp",0,0,4
89,28.7361218873,-84.613,2012,"Aurelia_spp",0,0,3
89,28.7361218873,-84.613,2013,"Aurelia_spp",0,0,10
89,28.7361218873,-84.613,2014,"Aurelia_spp",3.54528251361113,12.5690281013168,8
89,28.7361218873,-84.613,2015,"Aurelia_spp",14.4615833538556,84.6047265746382,6
89,28.7361218873,-84.613,2016,"Aurelia_spp",0,0,6
89,28.7361218873,-84.613,2017,"Aurelia_spp",0,0,5
90,28.736121887,-84.113,2012,"Aurelia_spp",0,0,7
90,28.736121887,-84.113,2013,"Aurelia_spp",0,0,4
90,28.736121887,-84.113,2014,"Aurelia_spp",6.76245260635471,45.7307652531936,10
90,28.736121887,-84.113,2015,"Aurelia_spp",145.127608028966,21062.0226122091,7
90,28.736121887,-84.113,2016,"Aurelia_spp",0,0,4
90,28.736121887,-84.113,2017,"Aurelia_spp",20.7660069146138,431.227043177788,5
91,28.7361218868,-83.6130000005,2012,"Aurelia_spp",0,0,7
91,28.7361218868,-83.6130000005,2013,"Aurelia_spp",418.078012237354,174789.224316337,5
91,28.7361218868,-83.6130000005,2014,"Aurelia_spp",5.69893405736033,32.4778493901415,9
91,28.7361218868,-83.6130000005,2015,"Aurelia_spp",1082.00654076907,1144569.12952218,5
91,28.7361218868,-83.6130000005,2016,"Aurelia_spp",0,0,8
91,28.7361218868,-83.6130000005,2017,"Aurelia_spp",60.83127281273,3700.44375201678,4
92,28.7361218867,-83.1129999996,2014,"Aurelia_spp",24.2671744247179,588.895754559683,2
92,28.7361218867,-83.1129999996,2015,"Aurelia_spp",84.740021437216,6007.23663526911,6
92,28.7361218867,-83.1129999996,2016,"Aurelia_spp",0,0,1
92,28.7361218867,-83.1129999996,2017,"Aurelia_spp",0,0,1
94,29.0756772506,-94.991471107,2012,"Aurelia_spp",0,0,2
94,29.0756772506,-94.991471107,2013,"Aurelia_spp",0.166674056536599,0.0277802411223654,1
94,29.0756772506,-94.991471107,2016,"Aurelia_spp",35.7287475760847,1276.54340335558,1
95,29.2096555743,-94.5874740493,2012,"Aurelia_spp",1.2289994961946,1.43785634414228,45
95,29.2096555743,-94.5874740493,2013,"Aurelia_spp",177.900081334961,15237.7407520811,36
95,29.2096555743,-94.5874740493,2014,"Aurelia_spp",0.339754753321729,0.0975851558418485,39
95,29.2096555743,-94.5874740493,2015,"Aurelia_spp",11.0882320063711,122.948889027112,8
95,29.2096555743,-94.5874740493,2016,"Aurelia_spp",28.6514439374502,820.905239700852,5
95,29.2096555743,-94.5874740493,2017,"Aurelia_spp",150.304972090282,9138.37890129534,6
96,29.2360005116,-94.1129998657,2012,"Aurelia_spp",0,0,7
96,29.2360005116,-94.1129998657,2013,"Aurelia_spp",649.732987660927,287368.235075991,4
96,29.2360005116,-94.1129998657,2014,"Aurelia_spp",0,0,12
96,29.2360005116,-94.1129998657,2015,"Aurelia_spp",0,0,9
96,29.2360005116,-94.1129998657,2016,"Aurelia_spp",123.549899337633,7002.91293575235,9
96,29.2360005116,-94.1129998657,2017,"Aurelia_spp",0,0,6
97,29.2361145428,-93.6129999997,2012,"Aurelia_spp",73.4595370422087,5396.30358245563,6
97,29.2361145428,-93.6129999997,2013,"Aurelia_spp",10.8555160259905,117.842228190536,3
97,29.2361145428,-93.6129999997,2014,"Aurelia_spp",0,0,9
97,29.2361145428,-93.6129999997,2015,"Aurelia_spp",0,0,5
97,29.2361145428,-93.6129999997,2016,"Aurelia_spp",121.348747031063,6906.62839234815,7
97,29.2361145428,-93.6129999997,2017,"Aurelia_spp",23.2881194565483,542.336507822461,8
98,29.2360003541,-93.1129998278,2012,"Aurelia_spp",0,0,5
98,29.2360003541,-93.1129998278,2013,"Aurelia_spp",2271.69937235893,3878130.03351789,5
98,29.2360003541,-93.1129998278,2014,"Aurelia_spp",2.13551134937518,4.56040872331018,8
98,29.2360003541,-93.1129998278,2015,"Aurelia_spp",49.3006766572573,556.737465533508,17
98,29.2360003541,-93.1129998278,2016,"Aurelia_spp",0,0,4
98,29.2360003541,-93.1129998278,2017,"Aurelia_spp",0,0,4
99,29.2361145426,-92.6130000006,2012,"Aurelia_spp",0,0,4
99,29.2361145426,-92.6130000006,2013,"Aurelia_spp",557.66566004916,201195.546213016,8
99,29.2361145426,-92.6130000006,2014,"Aurelia_spp",18.2764179650692,262.315026459852,6
99,29.2361145426,-92.6130000006,2015,"Aurelia_spp",2.07354338611205,4.29958217408902,8
99,29.2361145426,-92.6130000006,2016,"Aurelia_spp",41.023035689673,501.038116312463,12
99,29.2361145426,-92.6130000006,2017,"Aurelia_spp",30.7268619887098,418.663470901508,11
100,29.2360000383,-92.1129998481,2012,"Aurelia_spp",0,0,1
100,29.2360000383,-92.1129998481,2013,"Aurelia_spp",0,0,5
100,29.2360000383,-92.1129998481,2014,"Aurelia_spp",91.40353807951,5885.38010092247,10
100,29.2360000383,-92.1129998481,2015,"Aurelia_spp",3.55918558229195,12.6678020091949,6
100,29.2360000383,-92.1129998481,2016,"Aurelia_spp",66.1924697798137,1103.48166739376,5
100,29.2360000383,-92.1129998481,2017,"Aurelia_spp",0,0,2
101,29.2124451078,-91.6234439734,2012,"Aurelia_spp",0,0,1
101,29.2124451078,-91.6234439734,2013,"Aurelia_spp",1.84095805980619,3.38912657796537,3
101,29.2124451078,-91.6234439734,2014,"Aurelia_spp",352.786474916779,114921.266134773,3
101,29.2124451078,-91.6234439734,2015,"Aurelia_spp",0,0,6
101,29.2124451078,-91.6234439734,2016,"Aurelia_spp",163.200671145285,12716.6741564444,7
102,29.1015349855,-91.164451074,2013,"Aurelia_spp",3146.32005474609,9899329.88689744,1
102,29.1015349855,-91.164451074,2015,"Aurelia_spp",0,0,1
103,29.0202768615,-90.5975976096,2013,"Aurelia_spp",0,0,1
103,29.0202768615,-90.5975976096,2014,"Aurelia_spp",136.672726360011,18679.4341306784,1
103,29.0202768615,-90.5975976096,2015,"Aurelia_spp",0,0,1
104,29.1177529829,-89.9795667457,2012,"Aurelia_spp",0,0,3
104,29.1177529829,-89.9795667457,2013,"Aurelia_spp",109.978834492821,3532.92330234437,2
104,29.1177529829,-89.9795667457,2014,"Aurelia_spp",893.245123448134,198952.828549194,3
104,29.1177529829,-89.9795667457,2015,"Aurelia_spp",24.9142990760437,620.722298450552,2
104,29.1177529829,-89.9795667457,2016,"Aurelia_spp",146.70187732732,7887.49249218399,5
104,29.1177529829,-89.9795667457,2017,"Aurelia_spp",50.7521454454235,983.109939188413,2
105,29.1223331601,-89.6479638949,2012,"Aurelia_spp",0,0,3
105,29.1223331601,-89.6479638949,2013,"Aurelia_spp",5.63074281573535,31.7052646569553,2
105,29.1223331601,-89.6479638949,2014,"Aurelia_spp",65.2517356753525,4257.78900864607,2
105,29.1223331601,-89.6479638949,2015,"Aurelia_spp",9.31108371081737,86.6962798698485,3
105,29.1223331601,-89.6479638949,2016,"Aurelia_spp",343.048288936087,117682.128541977,3
105,29.1223331601,-89.6479638949,2017,"Aurelia_spp",0,0,3
106,29.2429984452,-88.9669488153,2012,"Aurelia_spp",0,0,3
106,29.2429984452,-88.9669488153,2013,"Aurelia_spp",1158.25242204815,554498.979808659,5
106,29.2429984452,-88.9669488153,2014,"Aurelia_spp",89.5429380819158,5856.11094367183,5
106,29.2429984452,-88.9669488153,2015,"Aurelia_spp",0,0,6
106,29.2429984452,-88.9669488153,2016,"Aurelia_spp",52.3655290117382,1889.75625351979,5
106,29.2429984452,-88.9669488153,2017,"Aurelia_spp",0,0,3
107,29.2432452669,-88.6130474257,2012,"Aurelia_spp",0,0,5
107,29.2432452669,-88.6130474257,2013,"Aurelia_spp",0,0,5
107,29.2432452669,-88.6130474257,2014,"Aurelia_spp",873.406920028727,762839.647954067,3
107,29.2432452669,-88.6130474257,2015,"Aurelia_spp",0,0,2
107,29.2432452669,-88.6130474257,2016,"Aurelia_spp",0,0,5
107,29.2432452669,-88.6130474257,2017,"Aurelia_spp",0,0,9
108,29.243513765,-88.1811927784,2012,"Aurelia_spp",0,0,2
108,29.243513765,-88.1811927784,2013,"Aurelia_spp",0,0,2
108,29.243513765,-88.1811927784,2015,"Aurelia_spp",30.484615696692,186.749183044345,6
108,29.243513765,-88.1811927784,2016,"Aurelia_spp",0,0,2
109,29.2435266495,-85.9309259086,2012,"Aurelia_spp",0,0,1
109,29.2435266495,-85.9309259086,2013,"Aurelia_spp",14.4035791533378,207.463092426466,3
109,29.2435266495,-85.9309259086,2015,"Aurelia_spp",0,0,4
110,29.2415044776,-85.6114686984,2012,"Aurelia_spp",0,0,8
110,29.2415044776,-85.6114686984,2013,"Aurelia_spp",0,0,2
110,29.2415044776,-85.6114686984,2014,"Aurelia_spp",60.1766565585626,825.545675904031,6
110,29.2415044776,-85.6114686984,2015,"Aurelia_spp",354.626918300138,119659.340189394,6
110,29.2415044776,-85.6114686984,2016,"Aurelia_spp",432.422743865478,118032.384901546,5
110,29.2415044776,-85.6114686984,2017,"Aurelia_spp",29.0565421255202,350.909647168204,6
111,29.2360007564,-85.1129999023,2012,"Aurelia_spp",0,0,9
111,29.2360007564,-85.1129999023,2013,"Aurelia_spp",374.956232514709,87833.2895756777,13
111,29.2360007564,-85.1129999023,2014,"Aurelia_spp",186.935074883134,14321.2192918433,12
111,29.2360007564,-85.1129999023,2015,"Aurelia_spp",79.5054297384225,2923.51642335932,14
111,29.2360007564,-85.1129999023,2016,"Aurelia_spp",113.182101516885,5649.70795096009,9
111,29.2360007564,-85.1129999023,2017,"Aurelia_spp",0,0,6
112,29.2361145432,-84.6130000005,2012,"Aurelia_spp",0,0,8
112,29.2361145432,-84.6130000005,2013,"Aurelia_spp",10.9531065984082,45.6562875410689,5
112,29.2361145432,-84.6130000005,2014,"Aurelia_spp",13.7352067456032,85.698088115498,7
112,29.2361145432,-84.6130000005,2015,"Aurelia_spp",19.169734434295,216.662296653684,17
112,29.2361145432,-84.6130000005,2016,"Aurelia_spp",4.30774445475813,18.5566622874994,7
112,29.2361145432,-84.6130000005,2017,"Aurelia_spp",0,0,8
113,29.2361145429,-84.1130000003,2012,"Aurelia_spp",0,0,10
113,29.2361145429,-84.1130000003,2013,"Aurelia_spp",13.702864491824,187.768495281292,3
113,29.2361145429,-84.1130000003,2014,"Aurelia_spp",14.6855637914851,135.319076685828,9
113,29.2361145429,-84.1130000003,2015,"Aurelia_spp",268.300851930426,47357.6858287523,7
113,29.2361145429,-84.1130000003,2016,"Aurelia_spp",0,0,4
113,29.2361145429,-84.1130000003,2017,"Aurelia_spp",0,0,8
114,29.2361145423,-83.6130000001,2012,"Aurelia_spp",17.3213698338209,300.02985292,3
114,29.2361145423,-83.6130000001,2013,"Aurelia_spp",0,0,2
114,29.2361145423,-83.6130000001,2014,"Aurelia_spp",55.4717206075749,2458.51051854379,7
114,29.2361145423,-83.6130000001,2015,"Aurelia_spp",31.9774414988335,1022.55676481132,10
114,29.2361145423,-83.6130000001,2016,"Aurelia_spp",0,0,4
114,29.2361145423,-83.6130000001,2017,"Aurelia_spp",848.470138385432,401850.597652569,4
115,29.2061227184,-83.2613029356,2014,"Aurelia_spp",0,0,1
118,29.566145506,-94.0793022553,2012,"Aurelia_spp",0,0,17
118,29.566145506,-94.0793022553,2013,"Aurelia_spp",23.5105315354993,213.929026320326,13
118,29.566145506,-94.0793022553,2014,"Aurelia_spp",0.0336267198541387,0.00113075628814873,14
118,29.566145506,-94.0793022553,2015,"Aurelia_spp",0,0,3
118,29.566145506,-94.0793022553,2016,"Aurelia_spp",115.673531424489,13380.3658722122,3
118,29.566145506,-94.0793022553,2017,"Aurelia_spp",4.2094214098261,17.7192286055024,3
119,29.6142505019,-93.6016445233,2012,"Aurelia_spp",0,0,22
119,29.6142505019,-93.6016445233,2013,"Aurelia_spp",18.9623780595474,206.452859700216,25
119,29.6142505019,-93.6016445233,2014,"Aurelia_spp",0,0,23
119,29.6142505019,-93.6016445233,2015,"Aurelia_spp",7.25019285281694,20.3386426805721,3
119,29.6142505019,-93.6016445233,2016,"Aurelia_spp",69.0447780026348,3664.85772240815,4
119,29.6142505019,-93.6016445233,2017,"Aurelia_spp",16.0163351203138,256.522990686197,3
120,29.6139750344,-93.1306130599,2012,"Aurelia_spp",2.37279038819464,5.63013422630887,5
120,29.6139750344,-93.1306130599,2013,"Aurelia_spp",0,0,2
120,29.6139750344,-93.1306130599,2014,"Aurelia_spp",0,0,3
120,29.6139750344,-93.1306130599,2015,"Aurelia_spp",50.7544937638481,1513.76741476484,5
120,29.6139750344,-93.1306130599,2016,"Aurelia_spp",14.4147016082824,83.1134489823282,5
120,29.6139750344,-93.1306130599,2017,"Aurelia_spp",0,0,2
121,29.5411362875,-92.6625732891,2013,"Aurelia_spp",18159.1428001326,329754467.235608,1
121,29.5411362875,-92.6625732891,2015,"Aurelia_spp",247.419010244015,23042.7844310523,4
121,29.5411362875,-92.6625732891,2017,"Aurelia_spp",63.274410351857,4003.65100537519,1
124,29.5685526855,-88.9479742003,2014,"Aurelia_spp",0,0,1
125,29.7306670743,-88.6048064973,2012,"Aurelia_spp",0,0,5
125,29.7306670743,-88.6048064973,2013,"Aurelia_spp",12.3173243901461,151.716480132088,7
125,29.7306670743,-88.6048064973,2014,"Aurelia_spp",16.807265249712,282.484165174177,9
125,29.7306670743,-88.6048064973,2015,"Aurelia_spp",0,0,7
125,29.7306670743,-88.6048064973,2016,"Aurelia_spp",344.893424765299,103015.079082617,8
125,29.7306670743,-88.6048064973,2017,"Aurelia_spp",0,0,7
126,29.7379657261,-88.1144865605,2012,"Aurelia_spp",33.6895324944532,1134.98459969482,6
126,29.7379657261,-88.1144865605,2013,"Aurelia_spp",130.409671980672,12128.0494818589,5
126,29.7379657261,-88.1144865605,2014,"Aurelia_spp",6.14661983783974,37.780935430925,8
126,29.7379657261,-88.1144865605,2015,"Aurelia_spp",113.320881432162,5971.94706248871,5
126,29.7379657261,-88.1144865605,2016,"Aurelia_spp",0,0,3
126,29.7379657261,-88.1144865605,2017,"Aurelia_spp",0,0,7
127,29.7433828946,-87.6129726892,2012,"Aurelia_spp",0,0,4
127,29.7433828946,-87.6129726892,2013,"Aurelia_spp",28.747268164666,826.405426931216,2
127,29.7433828946,-87.6129726892,2014,"Aurelia_spp",26.2489936694031,371.749091551083,8
127,29.7433828946,-87.6129726892,2015,"Aurelia_spp",9.32851059874908,87.021109990974,6
127,29.7433828946,-87.6129726892,2016,"Aurelia_spp",9.93605975056507,98.7252833667991,3
127,29.7433828946,-87.6129726892,2017,"Aurelia_spp",0,0,5
128,29.7432072297,-87.1129725897,2012,"Aurelia_spp",0,0,5
128,29.7432072297,-87.1129725897,2013,"Aurelia_spp",0,0,1
128,29.7432072297,-87.1129725897,2014,"Aurelia_spp",0,0,1
128,29.7432072297,-87.1129725897,2015,"Aurelia_spp",9.47202614642215,89.7192793185049,4
128,29.7432072297,-87.1129725897,2016,"Aurelia_spp",0,0,3
128,29.7432072297,-87.1129725897,2017,"Aurelia_spp",20.6877661970721,427.983670224718,4
129,29.7430852169,-86.6129529387,2012,"Aurelia_spp",58.5486028287027,3427.93889319317,1
129,29.7430852169,-86.6129529387,2013,"Aurelia_spp",88.3978496063478,7814.17981502648,1
129,29.7430852169,-86.6129529387,2014,"Aurelia_spp",0,0,1
129,29.7430852169,-86.6129529387,2016,"Aurelia_spp",8114.94312762566,65852301.9645989,1
129,29.7430852169,-86.6129529387,2017,"Aurelia_spp",33.3673648339871,1113.3810359644,2
130,29.740834706,-86.1116196559,2012,"Aurelia_spp",0,0,12
130,29.740834706,-86.1116196559,2013,"Aurelia_spp",0,0,7
130,29.740834706,-86.1116196559,2014,"Aurelia_spp",63.4490406968747,1517.64483712294,8
130,29.740834706,-86.1116196559,2015,"Aurelia_spp",225.97331652294,32550.5230105633,7
130,29.740834706,-86.1116196559,2016,"Aurelia_spp",22.8490926270594,522.081033879942,9
130,29.740834706,-86.1116196559,2017,"Aurelia_spp",16.8474636216732,125.941926868993,7
131,29.728655105,-85.624748745,2012,"Aurelia_spp",0,0,3
131,29.728655105,-85.624748745,2013,"Aurelia_spp",0,0,2
131,29.728655105,-85.624748745,2014,"Aurelia_spp",0,0,5
131,29.728655105,-85.624748745,2015,"Aurelia_spp",2.04375109608171,4.1769185427352,4
131,29.728655105,-85.624748745,2016,"Aurelia_spp",71.252698329348,4101.86348608631,9
131,29.728655105,-85.624748745,2017,"Aurelia_spp",58.9442356320557,915.352747359014,12
132,29.5674991334,-85.1342289785,2012,"Aurelia_spp",0,0,1
132,29.5674991334,-85.1342289785,2013,"Aurelia_spp",0,0,1
132,29.5674991334,-85.1342289785,2014,"Aurelia_spp",1260.5448937284,1588973.42910474,1
132,29.5674991334,-85.1342289785,2015,"Aurelia_spp",6.40653404812552,41.0436785097916,5
132,29.5674991334,-85.1342289785,2017,"Aurelia_spp",62.525308258148,3909.41417277643,2
133,29.6517794195,-84.5751949588,2012,"Aurelia_spp",0,0,8
133,29.6517794195,-84.5751949588,2013,"Aurelia_spp",3.44796103284533,11.8884352840199,3
133,29.6517794195,-84.5751949588,2014,"Aurelia_spp",58.1333645107685,3379.48806934188,4
133,29.6517794195,-84.5751949588,2015,"Aurelia_spp",7.13972627807768,20.4209528796947,5
133,29.6517794195,-84.5751949588,2016,"Aurelia_spp",0,0,5
133,29.6517794195,-84.5751949588,2017,"Aurelia_spp",47.227654841951,2230.45138187046,3
134,29.7338591199,-84.110448008,2012,"Aurelia_spp",3.43461408691175,11.7965739260126,6
134,29.7338591199,-84.110448008,2013,"Aurelia_spp",182.185811993569,33191.6700917561,1
134,29.7338591199,-84.110448008,2014,"Aurelia_spp",0,0,6
134,29.7338591199,-84.110448008,2015,"Aurelia_spp",5.9558952284321,35.4726879720603,6
134,29.7338591199,-84.110448008,2016,"Aurelia_spp",7.90549874528315,62.4969104116735,2
134,29.7338591199,-84.110448008,2017,"Aurelia_spp",14.0583284925076,62.0522899929598,3
135,29.6819684334,-83.6760785774,2012,"Aurelia_spp",0,0,1
135,29.6819684334,-83.6760785774,2013,"Aurelia_spp",0,0,1
135,29.6819684334,-83.6760785774,2014,"Aurelia_spp",0,0,2
135,29.6819684334,-83.6760785774,2015,"Aurelia_spp",0,0,1
135,29.6819684334,-83.6760785774,2016,"Aurelia_spp",0,0,2
135,29.6819684334,-83.6760785774,2017,"Aurelia_spp",11.8069137104877,139.403211366902,1
