"taxa","agg_grp","stationid","year","season","month","day","depth_m","decslat_ctr","decslon_ctr","subregion_depth","subregion_alongshore","use_pop_den_no_m2","use_biomass_den_kg_m2","biomass_den_kg_m3","pop_den_no_m3"
"CHRYSAORA","large jellyfish",2131,1985,"spring",3,11,45.7,29.062,-88.98,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2132,1985,"spring",3,11,109.7,28.998,-88.893,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2133,1985,"spring",3,11,95,28.982,-88.98,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2134,1985,"spring",3,11,79,28.95,-89.029,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2135,1985,"spring",3,11,106.1,28.873,-89.043,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2137,1985,"spring",3,11,43.9,28.928,-89.147,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2138,1985,"spring",3,11,32,28.96,-89.272,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2139,1985,"spring",3,12,93.3,28.824,-89.347,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2140,1985,"spring",3,12,98.5,28.787,-89.388,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2141,1985,"spring",3,12,98.8,28.797,-89.363,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2144,1985,"spring",3,12,121.1,28.658,-89.447,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2145,1985,"spring",3,12,121.1,28.666,-89.472,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2146,1985,"spring",3,12,120.7,28.663,-89.511,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2147,1985,"spring",3,12,89.1,28.792,-89.53,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2148,1985,"spring",3,12,80.5,28.817,-89.565,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2149,1985,"spring",3,12,14.6,28.918,-89.472,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2150,1985,"spring",3,12,45.7,28.962,-89.528,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2151,1985,"spring",3,12,57.1,28.933,-89.65,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2152,1985,"spring",3,13,63.3,28.899,-89.696,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2153,1985,"spring",3,13,58.8,28.872,-89.765,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2154,1985,"spring",3,13,90,28.717,-89.67,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2155,1985,"spring",3,13,93,28.72,-89.717,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2156,1985,"spring",3,13,87.1,28.73,-89.797,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2157,1985,"spring",3,13,73.2,28.757,-89.842,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2158,1985,"spring",3,13,49.1,28.767,-89.925,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2159,1985,"spring",3,13,97,28.802,-89.908,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2160,1985,"spring",3,13,54.9,28.808,-89.872,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2161,1985,"spring",3,13,46,28.89,-89.86,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2162,1985,"spring",3,13,45.7,28.973,-89.77,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2163,1985,"spring",3,13,37.5,29.017,-89.774,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2164,1985,"spring",3,13,33,29.062,-89.736,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2165,1985,"spring",3,13,25.6,29.03,-89.612,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2166,1985,"spring",3,13,11,29.147,-89.587,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2167,1985,"spring",3,13,16.5,29.153,-89.682,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2168,1985,"spring",3,13,24.3,29.122,-89.755,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2169,1985,"spring",3,13,20.1,29.145,-89.847,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2170,1985,"spring",3,13,16.5,29.148,-89.885,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2171,1985,"spring",3,14,14.6,29.179,-89.926,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2172,1985,"spring",3,14,11,29.166,-89.974,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2173,1985,"spring",3,14,16.5,29.092,-90.024,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2174,1985,"spring",3,14,18.3,29.08,-90.029,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2175,1985,"spring",3,14,18.3,29.07,-89.99,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2176,1985,"spring",3,14,20.1,29.038,-90.012,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2177,1985,"spring",3,14,16.5,29.07,-90.093,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2178,1985,"spring",3,14,18.3,29.035,-90.092,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2179,1985,"spring",3,14,27.4,28.942,-90.003,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2180,1985,"spring",3,14,27.4,28.93,-90.093,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2181,1985,"spring",3,14,25.6,28.893,-90.142,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2182,1985,"spring",3,14,31.1,28.844,-90.12,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2183,1985,"spring",3,14,45,28.739,-90.075,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2184,1985,"spring",3,14,60,28.715,-90.027,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2186,1985,"spring",3,14,90,28.498,-90.008,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2187,1985,"spring",3,14,61.3,28.477,-90.188,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2188,1985,"spring",3,14,55,28.527,-90.195,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2189,1985,"spring",3,15,49.8,28.545,-90.227,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2190,1985,"spring",3,15,52.3,28.453,-90.312,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2191,1985,"spring",3,15,49.4,28.462,-90.354,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2192,1985,"spring",3,15,49,28.443,-90.395,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2193,1985,"spring",3,15,54.9,28.367,-90.363,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2194,1985,"spring",3,15,53,28.32,-90.555,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2195,1985,"spring",3,15,76,28.242,-90.612,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2196,1985,"spring",3,15,73.2,28.243,-90.635,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2197,1985,"spring",3,15,65.8,28.262,-90.658,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2199,1985,"spring",3,15,51,28.399,-90.539,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2200,1985,"spring",3,15,34.7,28.515,-90.636,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2201,1985,"spring",3,15,36.6,28.518,-90.575,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2202,1985,"spring",3,15,32.9,28.547,-90.537,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2203,1985,"spring",3,15,27.4,28.593,-90.533,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2204,1985,"spring",3,15,26,28.642,-90.45,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2205,1985,"spring",3,15,19,28.76,-90.472,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2206,1985,"spring",3,16,20.1,28.794,-90.375,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2207,1985,"spring",3,16,25.6,28.758,-90.289,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2208,1985,"spring",3,16,32,28.757,-90.246,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2209,1985,"spring",3,16,27.4,28.8,-90.247,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2210,1985,"spring",3,16,23.2,28.813,-90.285,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2211,1985,"spring",3,16,21.9,28.847,-90.332,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2212,1985,"spring",3,16,23.8,28.888,-90.367,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2213,1985,"spring",3,16,14.6,28.965,-90.448,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2214,1985,"spring",3,16,16.5,28.905,-90.528,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2215,1985,"spring",3,16,14.6,28.884,-90.652,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2216,1985,"spring",3,16,22.5,28.83,-90.565,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2217,1985,"spring",3,16,18.3,28.735,-90.65,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2218,1985,"spring",3,16,21.4,28.7,-90.687,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2219,1985,"spring",3,16,21.4,28.72,-90.707,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2220,1985,"spring",3,16,19.4,28.762,-90.728,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2221,1985,"spring",3,16,19.2,28.758,-90.8,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2222,1985,"spring",3,16,20.1,28.793,-90.858,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2223,1985,"spring",3,16,18.3,28.635,-90.885,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2224,1985,"spring",3,17,19.5,28.676,-90.786,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2225,1985,"spring",3,17,18.3,28.617,-90.824,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2226,1985,"spring",3,17,28,28.53,-90.818,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2227,1985,"spring",3,17,31.1,28.523,-90.782,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2228,1985,"spring",3,17,34.7,28.497,-90.737,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2229,1985,"spring",3,17,40.2,28.448,-90.76,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2230,1985,"spring",3,17,54.9,28.32,-90.768,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2231,1985,"spring",3,17,91.4,28.202,-90.762,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2232,1985,"spring",3,17,85,28.218,-90.847,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2233,1985,"spring",3,17,84.1,28.203,-90.93,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2234,1985,"spring",3,17,88,28.197,-90.97,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2235,1985,"spring",3,17,70,28.258,-90.932,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2236,1985,"spring",3,17,71.3,28.283,-91.048,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2237,1985,"spring",3,17,67.7,28.302,-91.132,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2238,1985,"spring",3,17,40.2,28.437,-90.995,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2239,1985,"spring",3,17,36.6,28.47,-90.952,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2240,1985,"spring",3,17,37.5,28.47,-90.972,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2241,1985,"spring",3,17,45.7,28.428,-91.135,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2242,1985,"spring",3,18,40.2,28.479,-91.145,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2243,1985,"spring",3,18,17.4,28.655,-91.145,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2244,1985,"spring",3,18,14.6,28.717,-91.083,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2245,1985,"spring",3,18,14,28.807,-90.997,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2246,1985,"spring",3,18,14.6,28.738,-91.145,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2247,1985,"spring",3,18,25.6,28.662,-91.317,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2248,1985,"spring",3,18,27.1,28.72,-91.433,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2249,1985,"spring",3,18,21.9,28.773,-91.448,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2251,1985,"spring",3,18,18.3,28.82,-91.436,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2252,1985,"spring",3,18,13,28.944,-91.491,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2253,1985,"spring",3,18,22,28.787,-91.475,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2254,1985,"spring",3,18,29.3,28.657,-91.463,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2255,1985,"spring",3,18,28.5,28.647,-91.408,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2256,1985,"spring",3,18,37,28.532,-91.318,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2257,1985,"spring",3,18,41,28.53,-91.387,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2258,1985,"spring",3,18,40.2,28.498,-91.428,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2259,1985,"spring",3,19,55.2,28.448,-91.495,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2260,1985,"spring",3,19,57,28.428,-91.402,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2261,1985,"spring",3,19,56.9,28.408,-91.364,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2262,1985,"spring",3,19,73.2,28.312,-91.463,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2263,1985,"spring",3,19,75,28.28,-91.278,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2264,1985,"spring",3,19,68,28.297,-91.195,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2265,1985,"spring",3,19,93,28.205,-91.223,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2266,1985,"spring",3,19,82.7,28.207,-91.263,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2267,1985,"spring",3,19,91.4,28.185,-91.405,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2269,1985,"spring",3,19,112,28.134,-91.499,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2274,1985,"spring",3,26,539.5,29.35,-87.425,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2275,1985,"spring",3,26,475.5,29.313,-87.569,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2277,1985,"spring",3,26,548.6,29.272,-87.73,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2278,1985,"spring",3,26,363,29.243,-87.783,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2279,1985,"spring",3,27,548.6,29.258,-87.73,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2284,1985,"spring",3,28,488.3,29.191,-87.942,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2285,1985,"spring",3,28,566.9,29.177,-87.965,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2286,1985,"spring",3,28,488.3,29.195,-87.938,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2287,1985,"spring",3,28,448,29.192,-87.975,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2288,1985,"spring",3,28,365.8,29.215,-87.993,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2289,1985,"spring",3,28,356.6,29.201,-88.073,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2290,1985,"spring",3,28,311,29.202,-88.013,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2291,1985,"spring",3,28,482,29.172,-88.1,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2292,1985,"spring",3,29,475.5,29.18,-87.994,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2293,1985,"spring",3,29,311,29.222,-88.01,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2294,1985,"spring",3,29,256,29.212,-88.077,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2295,1985,"spring",3,29,365.8,29.243,-87.977,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2296,1985,"spring",3,29,317,29.256,-87.846,"3_oceanic","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",2299,1985,"spring",3,29,395,29.167,-88.223,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2300,1985,"spring",3,30,439,29.163,-88.128,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2301,1985,"spring",3,30,395,29.18,-88.23,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2302,1985,"spring",3,30,395,29.175,-88.25,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2303,1985,"spring",3,30,203,29.21,-88.215,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2304,1985,"spring",3,30,109.7,29.221,-88.249,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2305,1985,"spring",3,30,109.7,29.238,-88.242,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2311,1985,"spring",3,31,259,29.122,-88.556,"3_oceanic","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2317,1985,"spring",4,3,140,29.205,-88.418,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2318,1985,"spring",4,3,142,29.224,-88.461,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2319,1985,"spring",4,3,125,29.209,-88.489,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2320,1985,"spring",4,3,96.6,29.249,-88.498,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2321,1985,"spring",4,3,73.2,29.267,-88.455,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2322,1985,"spring",4,4,66.2,28.7,-89.903,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2323,1985,"spring",4,4,86,28.67,-89.94,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2326,1985,"spring",4,4,86,28.288,-90.255,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2327,1985,"spring",4,4,91.4,28.188,-90.5,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2328,1985,"spring",4,5,91.4,28.164,-90.774,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2329,1985,"spring",4,5,80.5,28.21,-91,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2330,1985,"spring",4,5,91.4,28.167,-91.072,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2331,1985,"spring",4,5,91.4,28.217,-91.079,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2332,1985,"spring",4,5,92.4,28.152,-91.25,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2334,1985,"spring",4,6,109.7,28.052,-91.023,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2340,1985,"spring",4,6,112,28.148,-90.47,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2341,1985,"spring",4,7,91.4,28.277,-90.228,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2343,1985,"spring",4,7,93,28.758,-89.58,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2344,1985,"spring",4,7,121.1,28.705,-89.488,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2345,1985,"spring",4,7,121.1,28.65,-89.468,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2350,1985,"spring",4,8,103.2,28.862,-89.222,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2351,1985,"spring",4,8,98.8,28.842,-89.23,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",2383,1999,"fall",11,1,16,28.392,-96.2025,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2384,1999,"fall",11,1,13.4,28.422,-96.2115,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2385,1999,"fall",11,1,12,28.443,-96.227,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2386,1999,"fall",11,1,9,28.5225,-96.111,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2387,1999,"fall",11,1,12.1,28.494,-96.087,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2388,1999,"fall",11,1,18,28.4045,-96.062,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2389,1999,"fall",11,1,17.4,28.4105,-96.0875,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2390,1999,"fall",11,1,19,28.3725,-96.112,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2391,1999,"fall",11,16,5,28.3855,-96.362,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2392,1999,"fall",11,16,10,28.291,-96.4205,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2393,1999,"fall",11,16,19.2,28.2175,-96.4165,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2394,1999,"fall",11,16,21,28.192,-96.405,"2_shelf","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2395,1999,"fall",11,16,18.3,28.2555,-96.382,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2396,1999,"fall",11,16,19,28.2785,-96.3375,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2397,1999,"fall",11,16,22,28.2535,-96.282,"2_shelf","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2398,1999,"fall",11,16,18,28.33,-96.2895,"1_inshore","1_Tex",0.0217023511115363,0.000629368182234554,0.011328627280222,0.390642320007653
"CHRYSAORA","large jellyfish",2399,1999,"fall",11,8,12,27.881,-96.973,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2400,1999,"fall",11,8,9.5,27.89,-96.9965,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2401,1999,"fall",11,8,13,27.948,-96.891,"1_inshore","1_Tex",0.0224507080464169,0.00029185920460342,0.00379416965984446,0.29185920460342
"CHRYSAORA","large jellyfish",2402,1999,"fall",11,8,19.6,27.8555,-96.8635,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2403,1999,"fall",11,8,16.1,27.8795,-96.9075,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2404,1999,"fall",11,8,17,27.824,-96.9485,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2405,1999,"fall",11,8,16,27.7945,-96.9955,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2406,1999,"fall",11,8,16.5,27.7755,-96.993,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2407,1999,"fall",11,19,11.9,27.822,-97.0245,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2408,1999,"fall",11,23,11.3,27.6985,-97.1235,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2409,1999,"fall",11,23,14.3,27.7115,-97.0675,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2410,1999,"fall",11,23,15.2,27.6855,-97.075,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2411,1999,"fall",11,23,16.8,27.6625,-97.0735,"1_inshore","1_Tex",0.0224507080464169,0.000314309912649837,0.00528040653251726,0.377171895179804
"CHRYSAORA","large jellyfish",2412,1999,"fall",11,23,21.4,27.6065,-97.0585,"2_shelf","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2413,1999,"fall",11,23,20.7,27.7455,-96.959,"2_shelf","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2414,1999,"fall",11,23,16,27.7705,-97.011,"1_inshore","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",2415,1999,"fall",11,4,5,29.4065,-94.698,"1_inshore","1_Tex",0,0,0,0
